mim	is_phenotype	date_fetched	pmid_refs
150150	False	2025-03-21	7382246|14193842|6756329|2596827|2844458|3175768|3180843|1138367|2440048|2439071|5060136|14240553|14171532|4551174|5774192
150250	True	2025-03-19	10735637|16801345|5212662|7205200|12725593|11045584|5116594|899784|7328098|8609132|14991055|14779259|5539773|7917129|20247238|954313|8213905|1112073|3378369|735785|3793859|7485161
150260	False	2025-03-21	7098715|4058983|944010|7149532|9600735|7205912|7092056|2277390
150280	False	2025-03-21	1554019|1256207
150330	True	2025-03-20	15548545|25649378|17536044|17377071|16415042|10080180|10662742|15367494|11503164|10587585|12768443|15843404|17139325|16129833|12629077|12673789|22541428|12927431|23048029|17652517|12784312|15060110|15961312|15032975|20421363|12702809|11799477|17711925|12714972|10580070|14749366|3462705|10655047|21173262|16481476|19764019|15998779|11231979|11180602|11102973|16126733|15184648|3501373|20127487|19933576|11015599|10999791|11397881|12927424|15952983|22065502|23644458|16208517|16174718|22431096|22308344|24203701|17881656|23666920|15622532|17935239|2415378|14755334|17250669|3426582|15843432|8344919|21346760|11929849|17848409|8621584|19084400|21085127|16186497|3453101|19283854|15770669|15148145|16407522|19875404|16636128|17469202|12748643|15972724|10814726|17446932|18927124|15843403|15317753|17150192|12075506|17291448|15286156|18551513|10739764|18478590|15342704|18611980|19172989|17136397|15750600|16645051|18311132|20848652|11344241|23498943|12920062|10655060|14627682|16738054|12788894|23243001|8175923|15996213|10739751|30055862|12628721|31220270|16129834|25524705|16115815|12196663|8619549|9106535|15668447|16278265|15531479|16492728|11792811|14615128|35197292|2583287|23313286|17467691|15793835|8838815|18769635|16014412|16862216|27723096|18348272
150341	False	2025-03-21	1630457|25954030|22768673|8041756|16826530|11393540|2102682|22116031|33033404|2827117
150390	False	2025-03-21	2350783|10551816|21161366|11104663|33991472|8287682
150400	True	2025-03-19	24449199|783024|19559398|6362744|17695874|10710232|24311251|21484994|7649547|8498708|23401279|13381833|4526369|22581971|3812593|5089845
150550	True	2025-03-19	1185400|205284|6610763|27557945|4718002|4101613|1088998|497407|29751004|641207|27994071|7377154
150571	True	2025-03-20	3020551|1988031|1375225|8449510|15129282
150600	True	2025-03-19	5659978|15179599|8047373|13899540|5046630|3731583|963906|1993714|17394019|7890797|20988421|13998760
150699	True	2025-03-20	21460842|23040493|15334541|3355995|19132395|9253340|21868628|10549262|9892177|3355999
150700	False	2025-03-21	4721358|14295842
150800	True	2025-03-19	11283798|5115893|16757530|4018793|21398687|9420534|11549574|13520698|11248088|21404119|5855898|16597677|4127477|5313386|14149729|32413184|20618355|11865300|15937070
151050	True	2025-03-19	5249155|2773987|17593321|6611917|4809786|4823202|10946362|894410|10756342|24241535|15194948
151100	True	2025-03-19	7586657|32765928|1018060|5797963|20535210|9222968|12058348|16523510|5771505|15690106|16377799|19273734|18241070|5638719|19994192|2260561|4995347|4672553|19054014|5000391|6539946|1261064|10551509|5581024|7193405|5577185|16358218|1258892|5921856|6025371|848980|8807336|15389709
151210	True	2025-03-19	10360402|448481|12961049|14729840|10700704|7173874|15643621
151300	False	2025-03-21	5361488|5953194|10448104|11884418|16154996|9733056|8550619|19498108|5234063
151385	False	2025-03-21	19440194|1427868|22722202|18478040|12124316|20154733|24106951|23634996|15705784|19129762|10508502|19830829|10677531|20035012|22722193|1391946|15477599|9596646|20966214|15326310|18202291|14966519|2069905|20154732|25043025|19182774|36322931|36219879|11179664|7835892|9353180|17290219|10611307|11830488|12072207|24106950|10882117|7651838|1720541|15731354|16858696|8171026|7795214|10594034|8565077|17377532|10068652|15156185|11283671|19357396|7753142|16890157|2190318|17377529|12417632|10508512|15236320|15156188|23812588|12200707|12464175|15155899|11401437|12060124|21764752|8622955|16024660|15333839|9199349|1388043
151400	False	2025-03-21	17116127|14744438|23770605|11090088|155996|307933|818930|637060|12434020|16251535|14973191|15843669|5422961|16166262|7001171|12724482|11136261|6429662|12781453|4184386|15161669|10364544|13951305|1188315|15329421|8900225|26466571|12407690|3122218|5256260|6418939|17047154|11825804|26200345|21642962|22158541|15931393|3120193|21131588|12724484|3923362|6610211|22150006|12595313|11943260|5951952
151410	False	2025-03-21	12654249|12181416|12023981|6997180|3267213|9310467|7665185|3118359|2406902|6960256|11739186|1903516|18772113|11287973|11287972|21593872|6467987|3513189|8348145|8204871|10461204|1067222|2875753|11287980|14534339|11423618|3461479|6319012|3023859|1406953|7723413|3107980|2179728|2989703|2820585|10615128|1975791|2595371|6402307|7012623|6932994|11289094|6147726|11027300|8204872|1657398|7894478|7723412|3540951|730541|18408710|21248843|14427847|11986250|6572735|11753385|6584200|6930307|4126434|2833755|12114534|11870247|12393533|3101769|2989692|8183938|3864009|3299055|6289313|10952298|3857461|2237408|6574316|6934005|7889565|19169242
151430	True	2025-03-20	2965608|3924412|3104914|26589495|8692941|19347031|16166262|2865728|2875799|8649811|17200714|8460122|7479741|15757977|7753817|1802705|25079320|8416434|3500184|22258505|7907274|2250705|17244528|8381212|8798441|1498330|15606792|11709009|11983915|14980220|15115829|12374983|7946326|2649247|12086670|7841373|2895697|6605167|8170972|3032455|3287162|15618488|1908951|2543982|6843662|20460269|6334305|21640710|14999286|2848196|26639348|7472523|1835668|2263642|1959134|11095483|3547408|3874430|3523487|6093263|3929382|2538824|10377173|11443219|3262202|8929532|1648446|3537802|2648153|7133054
151441	True	2025-03-20	2682663|8274736|8400234
151442	False	2025-03-21	12676564|20483774|2278968|9788875|3417633|8003023|18794533|7724523|8104060|8288240|16286011|1957351|2917975|20176735|2760073
151445	False	2025-03-21	2521231|3034567|12853962|8432525|26140596|2141728|17072319
151460	True	2025-03-20	2955527|2965180|11528386|15333587|9068311|2845400|15372250|16505159|1832411|1650499|10702677|16627620|11201744|11101853|12373647|8334701|10700239|11306584|11163182|12599189|21507955|18669861|2956090|2946078|22689986|2944116|2886425|3384439|3864163|21964334|12716971|19111528|11145714|2955416|7621884|11260323|2853967|2162357|1836211|11548742|11841494|12134145
151500	True	2025-03-20	6782798|14444807
151523	False	2025-03-21	10891477|8436422
151600	True	2025-03-19	14184483|3760284|1147634|6177474|17921625|3813407|8256820|1218212|9833061|2242939|14160126|5093172|13957988|21665001|9534904|14880728|19401242|2438090|13032322|21659070|9738798
151610	True	2025-03-20	15616506|3767680
151620	True	2025-03-20	656330|10820227|6838234|656331|12044404|1972851
151623	True	2025-03-19	15695383|15381368|11498785|2313328|6704308|8118819|10389970|15977174|11332399|8718514|18178637|15181534|9703430|806230|7887414|19556618|10484981|3480957|9554443|12610779|9006316|5360287|1200533|7077763|5396222|3409256|3976585|10640978|647640|1978757|21552135|14583457|25612911|6958872|11822026|21056402|18685109|10612830|3480372|9218725|9242456|12619118|27501770|23484829
151626	False	2025-03-21	22037309|9140383|1279691|12682288|24389010|30728521|1662412|8393568|12006979|8945517|20147320|15028673|10699189|15152245|19487571|9590283|2831458|14610717|24153179|1722352|1310068|20478068|8945518|17344853|12006980|11700292|12138175|16990549|9140393|25247314|2497061
151630	False	2025-03-21	1068420|8030663
151670	False	2025-03-21	22798447|2324091|15292235|2605236|2447084|2211673|15304509|18364377|1883393|1671786|2454457|18160998|15292318|8732782|2839510|12777476|3692485|15126514
151680	True	2025-03-20	
151690	False	2025-03-21	2971450|1676980|2969496|2967291|15190345|2968983|12368905|2530899|2936963|10882119|23267026
151720	True	2025-03-20	
151730	True	2025-03-20	
151800	True	2025-03-19	30158064|26114802|2166247|4058304|11850759|199616|6318013|9674814|5416265|8447321|8190288|31186450|18458227|3179687|28414270|26085578|13775631|6831098|8237682|2381166
151900	False	2025-03-21	10747931|3349440|3779626|3192332|12516905|14903312|15593017|3955533|14417241|32021365|8453640|19215040|71835|7670494|13472574|1988102|3203294|3779624|7395901
151990	False	2025-03-21	12214235|24120359|8432532|9240454|9338787|18079498|2402637|12932360
152420	True	2025-03-20	1237277|696928
152423	False	2025-03-21	
152425	False	2025-03-21	7490105|1531127|2341402|17762044
152426	True	2025-03-20	
152445	True	2025-03-20	1303269|7592852|16912508|2007607|11121146|9326323|15854049|9326398|8673107|8938441|11703298|8618063|10798362|7835895|8276421|1355480|8248167
152550	False	2025-03-21	3160275|3681316|3968124|448432|4762808
152600	False	2025-03-21	
152700	True	2025-03-19	16482158|781465|9719383|12604793|3707628|18194272|16127435|15138458|6103441|300467|28614301|11711679|15895258|1101680|22387014|578851|18059267|11689882|1081099|6435121|9719382|7378333|17529978|30459414|4433183|6401549|4702299|16170323|3741512|9843983|10677315|9116704|19838195|19165918|16642019|12145745|11078476|3501270|10801128|20559388|3875631|19838193|18204098|310679|16407105|6401546|18204446|12373647|14613280|18058064|32499649|12215907|10232751|681876|4544343|8616885|17170137|15521983|18204447|25339666|12115230|15273934|6600612|4177546|5040348|4124128|11948342|15688186|16418737|16208513|17660818|14164860|9352574|10634131|3263937|14695357|10677248|11197305|3689698|23042117|15681388|314587|10377175|12545274|7889410|23261299|19165919|20194224|12719372|10835632|18204448|20508037|18219441|21728841|18981062|14158353|12402038|12215904|4507318|7378086|17804842|6600509|14645206|2784626|19584085|9063752|5025325|8749564|12393658|426879|10072432|15333586|8474067|5495391|4157928|15657875|6187005|11238674|11840445|6370068|19191901|2582253|2289315|15153543|12426559|26432891|314588|7138600|15661884|3890479|9719384|15128703|4100949|8878426|8616887|7395901|20385827|18559452|2903748|17360460|8787672|16189706|14991050|17503323|11479590|49185|11123269|28135245
152761	False	2025-03-21	
152790	True	2025-03-20	11943741|7556872|11857565|11397866|8929952|4352188|10852464|9467560|7562970|7757065|7719343|8281137|10084607|9661624|7629248|8559204|9514160|11134146|7892197|7581384|5120648|4345503|11391350|15372531|10580072|2502844|12050206|9626653|9703386|2502842|11075813|2244890|9215288|12727981|14726596|1954899|12679452|15472221|9851790|8855841|2249480|8319598|7692306|9626144|11041448|8923827|9435458|9817592|7527413|9253338|7714085
152950	True	2025-03-20	11146476|6967291|7856652|28785766|3706402|1415329|8556819|8831130|26472404|7293993|24281367|8867659|4017282|3812569|27212378|10482868|2330949|5936364|25115524|3706401|22284827|28494495|25124931|8368255|9880217|7333029|15930898|7977454|3573001
153100	True	2025-03-19	24744435|15689446|19002718|14295660|12960217|9973292|9817924|19289394|16965327|23410910|11170072|14115303|4010046|3735758|10835628|22831870|16924388|642582|642583
153240	True	2025-03-20	1717161|2004776|22118525|12532021|12624727|1376638|2647302|1301170|1692315|2664786|11290756|24378538|11828340|2473156|1694218
153243	False	2025-03-21	8999898|1310894|16964309|1330892|10192335|7829080|6754630|19131627
153245	True	2025-03-20	11326260|20448567|15545629|19525962|11326276|10756202|12646922|20457902|12502739|32022899|7651541|11445543|1783375|17344859|14691138|12717450|15013427|17063141|16565724|7958926|2010090|16714285|12032083|20026746|7537238
153290	False	2025-03-21	7160846|236308
153330	True	2025-03-20	8833154|3174652|24970085|2332441|1959930|3131762|18606142
153360	True	2025-03-20	
153380	True	2025-03-20	3863481|3699819|6203403
153390	False	2025-03-21	8413611|1663780|8049439|12565834|7139592|9664084|22985903|38112969|20237292|14500983|38100037|8385609|4063528|27087313|37962568|3463975|3347254|1579166|11067948|16107303|12196293|10435639|10952314|11021796|17060632|1680958|8276418|8062594|9880255|22034844
153420	False	2025-03-21	3514752|2458315|3309127|10380930
153432	False	2025-03-21	19656774|17529967|7561054|15684321|8468046|8838798
153450	True	2025-03-20	2232706|10350460|12917687|10534505|15745733|12360495|16523055|1125267|8566845|7111672|8464497|4447131|2007594|11849445|12675840|2829884|1808634
153455	True	2025-03-20	8095446|8100214|26017313|8100215|31093946|16642001|26838787|1685472|7902322|12473682|15374948|1678898|6144680|27432961|9371758|8094989|1357535|1358813|1352776
153480	True	2025-03-20	
153550	True	2025-03-19	8188284|12036901|3552346|18202658|16741228|2999978|17420284|26131937|8516290|3484837|11983906|8427985|4028159|16735711|18477045|25920683|19898489|3082200|6336648|4421285|3891074|26458771
153600	True	2025-03-19	417561|6778280|19351844|4965185|4972660|3099545|806230|408931|12881316|13933388|16960805|12720125|21179087|2505923|19074725|20308603|3931901|12351413|16938573|14106786|15019332|26244327|22931316|17303694
153618	True	2025-03-20	20035344|17463291|8001982|8297379|1294118|11884756|23684988|12645947
153619	False	2025-03-21	12194966|19706535|31597705|2402511|11160123|16549783|10225438|9162064|7534301|28992358|12364477|17420249|12727991|14558084|15459394|7729540|9271684|17889671|2009535|12897206|10925302|11823514|12696064|29427412
153620	True	2025-03-20	12881477|17909632|8413654|17435771|5938421|7558021|9002552|9027512|5229858|12746913|12355488|11508429|9716662|11089976|12271144|7558020|18235500|8188240|9826378|11780066|9637721|17056501|2552447
153622	True	2025-03-20	8093617|9645438|15536476|16287155|2251254|12839931|21791690|15567863|17167049|12958598|11443539|12471593|12244320
153634	True	2025-03-20	7680921|9790779
153650	True	2025-03-20	
153670	True	2025-03-19	1730088|11222377
153700	True	2025-03-19	10453731|17698758|14205432|5904376|2323472|10331951|21077756|14361622|5774285|17948388|9338584|1395087|5239149|14829117|9439653|7713492|17460247|884969|8807324|10854112|5938308|22817759|869756|8592326|11050159|16678528|25085631|17591911|16286623|8279475|838599|7438501|3415551|25174897|9662395|3487275|16754206|949078|13315939|9445487|1302019|5859796|15734003|8020974|8064817|10737974|21192766|3165727|20053664
153800	True	2025-03-19	9295268|10970771|11818392|10442900|10396622
153840	False	2025-03-21	6823974|6607743|23993198|25085631|9246008
153870	True	2025-03-19	7072789|4412179|30589393|32817297|14691150
153880	True	2025-03-20	970419|420475|8079997|8004098|836665|990013|25267528
154020	True	2025-03-19	25765846|3298795|11836293|18818955|11062458|9915957|12584272
154040	True	2025-03-20	27256882|3353717|12612062|17499042|2612324|10199401
154235	True	2025-03-20	2183027|21148103|21835304|8188277|21825139
154250	True	2025-03-20	4689040|4630448|18006746|9174159|23334421|8187880|8100460|1088824
154275	False	2025-03-21	1774061|1427885|9508059|1330893|8395939
154276	False	2025-03-21	7951247|10534405|8395939
154280	True	2025-03-20	6744274|7166559|2983882|3155863|2341157|3871525
154300	True	2025-03-20	20242533
154360	False	2025-03-21	3143729|12547908|9446624
154365	False	2025-03-21	8500623|2194290|1377363|9473509|11118327
154400	True	2025-03-19	1951468|22541558|8500258|874672|3367347|23568615|9585434|7452413|8831135|645679|6478644|16096996|3189396|6837625|3321996|4025401|14130709|8411075|3425605|2363437|24003905|6881198|6837626|12673663|4459333|4078872|10051162|9949202|8357008
154500	True	2025-03-19	8322816|6224737|15534141|13339076|22317976|29364875|24108658|3535501|8488840|1303194|1671319|1676560|8875242|7802004|8818950|9042910|14126278|6024864|14216013|18142195|8741923|484595|15214011|1684950|1765376|1110452|10545604|19050407|4061487|3474898|9736782|13856174|20106873|14198411|12939661|11013442|13835025|3474899|15340364|25790162|9096354
154545	False	2025-03-21	16912583|17158822|10866448|21091907|18292811|2450948|11333866|9014910|7564730|10449435|1458688|9501312|10199352|12100727|8990007|1304173|8206524|9752823|15472209|15254284|3679285|6433145|2477486|1672848|12934195|15749852|1675710|7707811|1303250|2590164|15994813|10888598|7894166|15286159
154570	False	2025-03-21	3011646|6238528|6270123
154582	False	2025-03-21	16754854|9230311|11158608|8524845|1757461
154600	True	2025-03-20	16411218|18132874|5781039
155000	True	2025-03-20	592352|13734756
155100	True	2025-03-19	21542825|945691|1449176|7459275|1137259|5011389|2171328|3232700|4853110|3580299|1396928|2154271|2176899|715372|11590545|21009925|2851314|5100207|14294769|10914687|10973260|10598801|9116284|15613099|1483700|10739770|10973259|12621333|1319112|13940543|1020755|18059020|2981587|29090586|8280620|20174760|12792306|10577925|11071640|16969870
155240	True	2025-03-19	16205644|16118333|14561800|3697657|1889128|10443680|1672289|10777380|11454140|14561794|12574209|12679485|2572534|7735379
155255	True	2025-03-20	10969942|31609649|12202832|19833601|1347196|1979050|18031705|21150899|14593398|18651559|12872164|7661930|10666372|22832583|15981098|15029199|11544480|10783170|26336203|9288095|28726821|19270706|22832581|21163964|11807556|22820256|15689453|22722829|19726761|31664194|12068298|32296180
155350	True	2025-03-20	4673338|3359686|7274594|10522881|4855950
155500	True	2025-03-19	4293291|8818455|6035453|23100325
155541	False	2025-03-21	16269339|12646666|11823452|18454146|10973258|10598807|10973234|14671178|30068297|11487744|12646665|8392067|14973783|25600267|9267995|10078568|17579204|19880856|15037865|15805150|12142539|16492696|12970296|10199800|9019399|12364415|10656927|15486053|22785313|12646673|18454148|31002796|16507637|12499395|15126516|7949735|9916804|11443223|21659607|28273060|12690102|14764812|29311635|10577903|11027312|9763669|16030156|9771699|14764818|12172010|19079261|12796784|9771698|12588803|32327598
155555	False	2025-03-21	11499678|19197024|11254446|11487574|15972726|11500805|9302268|28869973|1516719|16988713|24439955|12620197|10895310|11030758|9571181|8392067|8188275|19194882|17279550|19119422|10744096|11689486|16825572|17652101|8385273|8661706|12876664|8535072|8990005|17962522|16809487|17325166|26389967|7949735|8995760|12839583|23123854|15994880|12663858|1325670|12704245|16463023|10602988|10631149|19338054|15372380|8458079|16825562|8528204|10403794|12692165|9665397|7581437|17952075|25631192|26389780|7581459|8894704|11500806|15653560|8944016
155600	True	2025-03-19	30385465|14691188|6071540|5096934|5673891|26502337|6700092|6584203|24572365|3456198|17948569|2716782|4044054|6883347|6850556|22622578|19578364|20823850|2339690|21430779|26559592|21639808|30089911|28818973|646394|17373726|16291983|19282848|12068308|2886213|2734311|7427881|7149200|19578365|18563784|17516496|20818844|1438246|12497626|21207411|19194882|10219070|12844286|8447320|8651266|6107646|3964923|6577466|635599|18488027|7076909|3480957|6950540|28467829|2676141|11384576|19557863|23348503|6422469|23348506|24185007|21179167|4951815|1670625|3761497|6138614|27580028|739524|6842532|7426330|5663000|1680551|14476423|1531137|22197931|11565020|6692338|19330028|3578283|19273910|6641288|6955289|20016485|12447372|12095824|19718025|21946352|19052619|19151717|621895|3855692|4050864|5066861|13991021|18202660|14051355|5934369|25409260|22197930|22763439|24670642|23302800|2929655|6850557|12115352|14263531|26359337|2702987|26541610|24919155|4682499|5581515|21499247|21430780|22763448|21248750|16754881
155601	True	2025-03-21	2716782|7963673|3446012|20132244|19578364|1439824|7829086|3166071|21325014|2886213|19578365|2101727|1438246|8116618|8447320|8651266|8219760|2382982|8153634|7987388|17492760|16822996|8213823|2776122|8418665|8317504|7668266|2504660|8052620
155735	False	2025-03-21	11739172|10702685|8378324|7499388|15254537
155740	True	2025-03-20	8661157|3365686|1993697|7682577
155741	True	2025-03-20	
155750	False	2025-03-21	3754536|6843660|2419904|3010712|6585826
155755	True	2025-03-19	8635060|9622062|9259954|26794401|8414022|15937071|7624155|16032697|17440112|11136714|10797439|28754699
155900	True	2025-03-20	12150220|5862634|10676788|5846695|761419|7923865
155950	True	2025-03-19	9295073|12749062|7211352|8533816|8958340|14994228|15489854|29643386|17087626|8136548|28434888|19438932
155960	False	2025-03-21	
155970	True	2025-03-20	17726108|2902568|11099416|3032785|3817906|19587022|11260322
156000	True	2025-03-20	5892598|27329761|7642988|4013733|25305078|23521103|33136635|18675691|14704763
156100	False	2025-03-21	7731705|22451504|2014801|7731706|18948418|31834374|15870292|31839203|22965664
156190	False	2025-03-21	6127950|2585460
156200	True	2025-03-19	23708187|22085900|5301685|18812405|22726846|33427406|25853262|21981781|19809484|17847001|19904302
156240	True	2025-03-19	1069520|9751275|9927061|663877|12136076|21642991|2914699|7479890|7494231|2564999|660896|3967217|6723827|12419589|7379039|11273069|11734267
156250	True	2025-03-19	3873457|21533187|1085923|6602353|5313319|20577567|6979336
156300	False	2025-03-21	4101365
156310	False	2025-03-21	2905384
156340	False	2025-03-21	
156349	False	2025-03-21	3785191|6089206|2286373
156350	True	2025-03-20	9419380|6683708|3403543|6089206|6323998|7133118|6896577|8640230|3856101|8290567|6719135|2581970|3470945|2303255|2286373
156351	True	2025-03-20	6089206|2581970|2286373
156353	True	2025-03-20	3403543|6089206|2286373
156355	True	2025-03-20	6089206|2286373
156356	True	2025-03-20	6089206|2286373
156357	True	2025-03-20	6089206|2286373
156359	True	2025-03-20	6089206|23251525|2286373
156400	True	2025-03-19	6331768|12357475|30232230|5770408|972797|1233427|8314082|8276022|5350670|9178745|7701349
156491	False	2025-03-21	8381224|24970086|7685630|1851158|8406509|2015608|12383506|17157250|1988104|16442775
156500	True	2025-03-19	12554676|4265987|4349945|13719292|13513655|14223656|15578582|7936797|17403716|9837818|8361538|3281118|16088909|14227699|14485788|14279845|10929364|13917203|8782043|8220429
156510	True	2025-03-19	29891876|25311905|7137223|23290074
156530	True	2025-03-19	21658220|6628444|3805078|20425821|20577006|1184951|18348257|15889420|14566438|5063132|5433366|17879966|19232556|5769297|4963592|13405333|21964829|27530454
156540	False	2025-03-21	4713573|21532571|22464254|6425836|3925340|3745248|13511301|19567676|26912360|26912361|16419137|8650244|8781110|1568221|7604019|8687427|16244874|6803807|17534888
156550	True	2025-03-19	7446563|420720|2931448|8723084|514691|128291|12995812|4014370|3276736|4214536|7700721|9066888|984048|10406661|7874117|7981752
156565	True	2025-03-20	9742100|9371804|9371767|8589517|8088839|8318735|9790531|1924375|8475094
156575	True	2025-03-20	
156590	False	2025-03-21	
156610	True	2025-03-21	8434626|8298737|15384095|8779319|26637975|14994239|7128636|3799718|12239728|4061498|8251362|8723069|4980758|9155963|8436660|9056567|23324645|3674112
156810	False	2025-03-21	8502528|2658587|1342858|5139246|7735503
156850	False	2025-03-21	14064894|4470902|1427774|14003391
157129	False	2025-03-21	16227972|33268592|8577753|1712602|29738522|31317654|1881920|7806212|19549690|30150678|8432521|11733059
157150	False	2025-03-21	5087595
157160	True	2025-03-20	
157170	True	2025-03-19	16323008|16199538|6652942|728563|15221788|2817010|1887845|1844347|3209682|19346217|891015|21940735|9605287|20531442|21976454|17001667|8824878|19353631|10369266
157300	True	2025-03-19	1608495|16773568|23793025|14513409|14322314|3527442|4019180|10514097|6343297|1699472|13196752|3048700|2940961|23449592|11121176|11993614|859128|16374824|15014183|15154859|11921057|8392151|8522335|16365871|20071666|16476932|1727198|8710124|9989627|9259375|11836652
157400	True	2025-03-20	9270547|4828151|13920696
157550	True	2025-03-20	
157600	True	2025-03-19	14639670|22305526|21242494|12451134|28250454|24808016|6026070|31697046|19127048|19720981|20431009
157640	True	2025-03-20	8981296|2014791|12975295|3050098|11756592|2830540|12210792|14467368|4789103|15351195|15534189|8941270|9443501|8609926|2841928|7365499|32161153|19752458|2067633|7719341|11431686|1978558|2725645
157655	False	2025-03-21	11349233|1935949|27626380|1505218|21203893|20382551|9878551|15824269|15186778
157670	False	2025-03-21	
157700	False	2025-03-21	823889|403885|4159172|1146694|14902758|2302822|7246493|421301|24867995|7149490|15103728|10521289|10387935|5021490|17850623|2930668|4240398|3945291|12707955|3885977|1256525|7369719|4692656|16186433|2705389|1146695|436482|7282740|4751953|5766802|5663734|4951328|6028260|10521288|7405800|1182954|937918|2930669
157860	True	2025-03-20	
157900	False	2025-03-21	204751|8905202|604491|1940066|18019367|16879188|16801658|7160102|8345951|521879|20635408|5474758|2810343|7033632|14556256|2624259|2260611|8872479|13927083|2319579|7333017|2213851|1999828|9112001|5528546|7024548|11061273|166632|1870098|13280027|6723108|15895276|506685|15829555|15753421|12913192|15728286|22770981|880069
157910	False	2025-03-21	
157950	True	2025-03-20	17041084|1203510|639339|4006275|6943937|1452865|14176240
157960	True	2025-03-20	2793187
158030	True	2025-03-20	6585973
158040	False	2025-03-21	
158105	True	2025-03-20	11232040|15466648|14566334|25337873|9894674|11238664|11710722|16352737|2923622|11407698|10079097|20591826|9734366|10746730|16596675|16691291|9463410|2004761|14571188|21654748|2648385|2071154|10362511|12756299|16301741|11500196|18940815|2643119|2465924|16574901
158106	True	2025-03-20	1388654|10947989|14571188|12847692|7916328|1298279
158120	True	2025-03-20	10226067|21078886|12214235|9548256|1694207|2448876|8798531|8612135|10385492|23264655|11062499|12241724|8516290|11698458|14517520|9548247|2472171|10980225|23636320|28489816|10195920|1698311|12566518|19525933|22078883
158250	True	2025-03-20	5997618|6446853|797314|4407165|5764188|1142382|3160646|4392643|4999793|6642508|7460385|14211000|2240034|13734151|15248154|4226331
158270	False	2025-03-21	2574660|10381885|7989042|3666144
158280	False	2025-03-21	301659
158300	True	2025-03-20	8923935|20949528|5114676|7039311|12800911|4443857|18049072|6953764|4837286|17041932|4064362|15282353|6930468
158310	True	2025-03-19	16086741|32902915|31790666|302128|8041653|7659652|2666466|1867287|484550|7171771
158320	True	2025-03-19	10534628|8751876|14994245|4815585|2029018|1566750|7074588|6738344|10758156|2050856|8155392|7815421|12095833|8931714|11231323|9634524|4063166|7224741|4545832|15235030|6020987|15662714|992186|24603434|8436639|2229491|4758274|7369749|7601953|610516|3771859|5684233|964982
158330	True	2025-03-19	16959810|15317892|18182450
158340	True	2025-03-20	6285346|10674981|12942364|1697589|3337905|6651217|7626896|23396133|15384011|6094338|2394722|15113850|15623537|12955090|2014168|2318825|16547220|20432064|17641781|3268039|17058067|32450155|8835095|15169768|17889671|2895474|11464247|16567644|3600778|3447512|3268038|16427018|12826677
158350	True	2025-03-20	16436456|10599735|1643619|5345120|9286463|11726926|5091590|21565294|18781191|16894538|26246517|465314|577252|1191539|23470840|9661881|3487976|17392703|10353779|17351349|14518070|2309773|6741991|6881215|1552544|9781909|27531073|3340479|3707175|9545417|8071972|9662392|11238682|7977472|4819107|1336932|1575215|2764028|7760320|8131297|7079022|22261759|1870104|9915974|11726927|17526800|9140396|13931122|16704655|9832032|9399897|8327154|3418394|9832031|9241266|10400993|22595938|3278250|6507473|2624267|907990|10234502|8673088|9259288|18678321|9425889|10551610|23246288|1859181|22970944|15121767|21659347|8320628|6975083|7449178|16773562|9445133|12471211|3698331|21194675|17526801|719609|7206793|9491322|8006650|11875759|3001960|4635800|8207516|1350505|7436365|11476841|10749983|9352843|957004
158371	True	2025-03-20	1362870|7778880|2393399|11289722|23316049|10973822|10405327
158372	False	2025-03-21	1351710|17058067|1673336
158374	False	2025-03-21	20506113|9536947|15081123|16647036|7680650
158375	False	2025-03-21	8838308|7690757|11378823|16759176
158380	True	2025-03-20	2117566|2117565|1899288
158381	False	2025-03-21	1903357|1899288
158580	True	2025-03-19	23141292|2918537|18956029|15173594|11294660|1552559|6505493|7420092
158590	True	2025-03-19	29029362|7125978|26718575|8433103|20538880|15358725|22595202|10777663|15122253|3789668|36854646|8817349|1517763
158600	True	2025-03-20	5933049|12730604|20697106|22459677|2370051|14419782|21102439|712386|8023839|5906462|22847149|21820100|4673381
158650	True	2025-03-20	5152133
158700	True	2025-03-20	
158800	True	2025-03-20	
158810	True	2025-03-19	963533|20976770|24038877|19949035|9921869|18378883|10219778|8618682|8782832|16141002|15689448|3799922|15955946|20716577|18362356|7881296|3352914|3585421|8817344|8533815|30055862|7892962|11932968
158900	True	2025-03-20	2146943|3766116|31067297|7849703|12915455|3736585|18833193|1745341|17668377|18628314|17229919|17984056|18974002|21937448|36100962|1363882|3580827|16341202|12176321|4050849|1642241|8328457|11381262|8232958|32467133|7987304|1975474|8275579|14506132|32467132|14257214|14568813|15467981|12355084|11761483|12874395|20724583|15174019|15154112|17924332|2769721|2614794|1941962|7633457|19888305|1642242|3598127|6704043|1642243|7613034|9810558|14424475|19320656|8741141|17151338|6593433|3140007|16451126|2036737|16437580|21984394|30979860|21984748|24075187|2769720|1642237|6745940|33712050|22217918|22482803|1927871|17563001|2570155|1847791|5659903|21060811|9506542|8651646|8094896|8111417|7149664|16987949|16341710|9733041|15411118|13246083|1642238|1978143|1941963|27153398|10544225|10631134|15674778|8733123|8111371|11829491|16178028|11092764|14634647|10487912|3769995|21446026|20736973|1642240|8102297|1975852|1363881|2037288|1642239|14519683|8213815|16801662|14557558|11524495|3239698|9605290|7825608|19593370
158901	True	2025-03-19	20975055|8328457|23143600|21984748|24075187|10732819|31600781|14634647|19593370
