mim	is_phenotype	date_fetched	pmid_refs
600042	False	2025-03-21	9413988|7956366|8185570|24043903
600043	False	2025-03-21	8185618|8530066|24567372|15685171|9034160
600045	False	2025-03-21	16964240|17129780|17301228|3175673|29025994|26983541|8530102|9530637|25043012|17041588|20223979|8407967|8171034|15009096|9781049|14739464|33743206|24357321|27098497
600048	True	2025-03-20	
600049	True	2025-03-20	8643684|11050005|8171026|7795214|11401437
600050	True	2025-03-20	15258589|16537381|8938448|8183572|19955118
600054	False	2025-03-21	
600056	True	2025-03-20	
600057	True	2025-03-20	11251990|8071977|27013921|17937426|12833402|32850778|6737583|22002949|8683791|11834381|16969870
600058	True	2025-03-20	16860759|16860760|7579892|7951233|15662016|10213685|9813138|11859127
600059	True	2025-03-19	7573060|7951236|8571961|22039234|11468273|8782056|20232351|7951220
600060	True	2025-03-19	7870172|7951250|20132242|9171832|18181211|7870171|9171833|11391666
600062	False	2025-03-21	23897431|16712842|8168482|11809813|9734359|7851894|8808275|11511374|10915768|32025036
600065	False	2025-03-21	7310581|2955527|10712675|3900232|3555290|1968911|6278303|6237120|7686755|1347532|6142255|10766246|7259263|7143170|8700894|15300248|7366657|2880869|6361068|2877234|3234429|219339|86829|1968909|9884339|1555235|1605311|14500982|3594570|3028646|6718115|1680882|18451854|14502280|12130787|3528378|1590804|12511588|16172402|1346613|1270326|11812992|1674496|3539202|7472832|7846055|3899217|3519653|1384046|3073708|3510003|3887182|6096477|2872730|2964960|3279017|52003|10548107|3278007|1694220|185306|1683838|1972597|8101543|7902162
600066	True	2025-03-20	7504232
600067	True	2025-03-20	1909870|3109396|8333863|3105095|7835904|1639428|10803681
600069	False	2025-03-21	2116769|12376738|19572376|7835904
600072	True	2025-03-19	18332347|15623717|16864846|10341282|1439789|10588836|17679681|19709627|18360821|3530120|3762620|1736158|10341275|1346338|9669701|10371520|7611720|20038778|11026452|14732629|7630420|8602267|16227536
600073	False	2025-03-21	2449897|17121993|12923867|3754090|7656578|23033978|9475100|8266995|7579068|7657789|16143106|8706697|17632512|6337231|7959795|7768901|10514418|10404822|7544804|16908842|14528014|10052453|11717447|2786251|7937880|11700326|14764706|8710893
600074	True	2025-03-20	9129046|31367043|19264983|2153173|7959762|16606832|16769998
600078	False	2025-03-21	
600079	False	2025-03-21	7490087|11163214|9265651|21376233|7509295|1472029|11971877|8454633
600080	False	2025-03-21	5237795|8086739
600081	True	2025-03-19	22855339|8201479|15128933|20511049|28548312|25942481
600083	True	2025-03-20	
600092	True	2025-03-19	30912300|24784881|1342874|15578577
600093	True	2025-03-20	8298734
600094	False	2025-03-21	
600096	False	2025-03-21	4332712|8064821
600101	True	2025-03-19	9718342|10369879|8035838|16596322|10025409|9193215|18030493|9126484|10080176
600102	True	2025-03-20	
600105	True	2025-03-19	19140180|10905894|1427914|11389483|10508521|7055539|1589761|7634534|7943119|8646891|8001962
600107	True	2025-03-20	
600108	False	2025-03-21	24648384|8207000|15563592|16167086|19615667|24781753|8609233|8412645|9119388|7607691|8921407|8621789|30439533|13915518
600110	True	2025-03-19	11726641|7425904|11296022|10634627|16476896|15749821|15557430|8002834|8154548|8002833|11138005
600112	False	2025-03-21	20807776|19074350|8832411|18202255|23742762|8186465|12730604|9531547|20697106|22459677|25140959|15817813|7684232|8001984|21612657|21102439|15937072|23603762|11163259|22847149|29420470|8666668|8227145|21076407|21820100|22368300
600113	True	2025-03-20	
600115	True	2025-03-20	
600116	True	2025-03-19	20837857|21205674|7936260|16328510|11558785|12629236|11009195|11487568|12056932|7565830|8710071|9634534|17187375|20876472|15642918|9560156|10894217|12891670|11552035|20558392|9042918|9595984|7807160|9748052|19067348|16087916|12730996|15266615|11425950|16130111|9609994|15326242|11431533|8145912|9634531|11222808|18413468|4735177|35640906
600118	True	2025-03-19	32740904|18286824|11237903|15696165|4839026|15216542|15216543|23420520|30730599|10465117|20512159|14339397|10532171|8958326|8249951|17351351
600121	True	2025-03-19	10327148|9553082|21990100|8611652|7807941|15679822|22871920
600122	True	2025-03-20	8031539|2098045
600124	True	2025-03-20	8029005|2557628|20010808|10441480|15964549|23455423|35484142|16775011|7789969|24119545|19934309|15659580|24612671|17698010|11891683|31320558
600125	False	2025-03-21	
600132	True	2025-03-19	9462751|17620573|9462750|22605927|7987322|15557452|10440267
600138	True	2025-03-19	8004108|9545390|8808602|5764686|10441600|8162077|7990951|9345108|8025041|19618371|16708387|11545739|12923864|17325180|8592343
600140	False	2025-03-21	15207239|30737887|8028671|20684013|12114483|9482838|10602114|8782817|12930888|7606928|8413673|12070251|19270680|11823864|7523245|17855048|9758602|9177780|2573431|12490527|12566391|12384703|20393465|10673499|7913207|11583620|18273021|7870179|25394790|10958659|29460469|27311832|21390130|11331617|8028657|8118217|8918891|11157802|12461753|8552098|21390126|10699051|10797422|7630403|9413984|9238046|17473832|9677064|9294190|19833603|11864601|12732631|16319895|18509338|9488451|2009371|8586450|11818964|11463380|11931769|15146178
600141	False	2025-03-21	27774450|8280473|12483302|7914093|7913555|19494908|1683763
600142	True	2025-03-19	24500651|8042224|2933202|7796840|19387015|34779414|971885|21115960|3572455|11889251|4053457
600143	True	2025-03-19	22220808|7683855|16570191|24953404|15629147|11589000|15965709|15024724|10508524|15074367|10191125
600145	True	2025-03-19	5505693|2334530|4891160|10631160|13641302|9008829|7977450|5783413|17963219|6214946|657575|16506502|4700226|17409324|4707300|11528505|10922380|22002878|8492851|5930030|4610092|25044506|1150242|469880|5401299|6393099
600146	True	2025-03-20	
600147	False	2025-03-21	24073994|1363541|9032023|7987315|7874108|23290072|25119043|11262400|12116252|11423130
600157	True	2025-03-20	31630791|3712397|31630788|12215646|35144013|33349978|32969855|8213904|7987321|8812422|33452671
600159	False	2025-03-21	7205502|4075567|7977463
600160	False	2025-03-21	18418377|15175242|11579459|9622062|26840489|22048312|8589035|20132244|8653684|11500805|23376950|18337602|21532571|8023167|7550353|7726912|20208519|15924142|16957739|8552158|10869234|3166071|11556834|17463246|8783570|16971940|9856841|8710906|9416844|1438246|22368299|7666916|11506491|18178632|16572177|7670475|22636603|9328469|11726555|11319798|8727306|7994022|18176561|12019208|19477956|8570179|17661343|21562492|7987387|8093026|16957735|8153634|7987388|9393858|19260062|17492760|7777061|7559077|7494231|17713536|11544530|16957737|15520862|7642589|19668188|17486064|12091906|7585141|9916806|7624155|7845688|7777060|12185367|7881419|9699728|11807902|17637672|20340136|7585152|16957738|9516223|8012957|15365986|8152487|7919362|8831691|11234019|7727766|11433531|8317504|10443678|9603434|9529248|7668266|15361884|7651726|9012842|8521522|7647780|11136714|16713577|36227993|10445844|28783718|10874641|12015983|12549483|17463248|11095446|8259215|8620534|11544531|20453839|8723678|9425228|24522534|7606716|9724636|12620229|17251441|12486224|9881704|19668190|10400925|11500806|10956390|20173736|11278317|7987389|8595405|22094112|7666917|8988029|8541841|8653683|12700603|17463249|9529249|10360174|25356972|10417291|17063143
600165	True	2025-03-20	14308161|15823920|9792868|12799252|17524786|8411053|2818284|9933017
600167	True	2025-03-20	16680192|16537376|8812432|11574888|17360666|8045566|12142541|17965772|21697825|1722337
600168	False	2025-03-21	8816464|26951679|8062829|16364913|15557181|10225971|8386824|9045873|8943362|7939629
600169	True	2025-03-20	19363685|8022771|10426993|11557981|29599246|11502807|11567106|11224526|9497295|12384702|15357948|17495932|10369920|16091471|11323699|19783834|9037047|11053265|8824804|10746789|10369917|10369918
600171	True	2025-03-20	6409674|7977459
600172	False	2025-03-21	8065932|9582278|35027733|8467794|15833915|3208749
600175	True	2025-03-19	22291064|20037588|21336783|24789864|4056805|18579380|9781046
600176	True	2025-03-20	19876906|17343267|8094839|8129645|1922811
600178	True	2025-03-20	8812494|1712602|11925566|1379599|7806212
600182	False	2025-03-21	1597461|9726963|7829099|9751058|33414552|30996345|24505132|30867591
600183	True	2025-03-20	12447358|1281549|7874108|7829067|16845380|19228121|27941812
600185	False	2025-03-21	16825431|8193701|19656774|24896180|35912982|10433620|15829966|16950820|9774970|9063750|8812419|15375219|11239456|12955716|14636569|17924331|18264088|12474142|15800615|12145750|15829967|9758598|9012404|11239454|8781411|8988179|14569130|11170288|24323938|11062481|14670928|12065746|15115758|8589722|20729832|21654808|11694875|31292550|11359068|9126728|9145678|8640235|10445022|9634522|16909395|9585617|14681210|9171368|8896551|15645491|8640237|9126734|11239455|12097290|10398279|8673092|9585613|8841192|14559878|26649820|9140390|12093742|9660919|12442171|8673090|8917547|15689453|11179017|8841191|11039575|7597059|9126738|16914443|10807692|10570174|8075631|9171369|8589730|15235023|8640236|10417300|11170890|9150155|16141007|11158174|12736286|15070707|20418484|12928478|11929857|8808615|30207912|11257103|24776801|18212739|8524414|8091231|16793542|11447276|12228710|15703751
600186	True	2025-03-20	
600187	True	2025-03-20	23239624|33547280|23727016|17360499|7545941|7622067|19424157|22722845|7759117|23239623
600188	False	2025-03-21	3142687|9809752|8365415
600189	False	2025-03-21	16452182|29758293|14651967|17041588|9837750|8808280|8365415|1303260|16015647
600191	False	2025-03-21	
600192	False	2025-03-21	9285794|7951320|7539744|8760306|11435705|9378559|9428816|16227627|10359553|10072425|12037676
600195	True	2025-03-19	7833915|10369874|9521591|7783168|19079259|8162075|6478643|8980225|19888299
600199	True	2025-03-20	
600200	False	2025-03-21	
600201	True	2025-03-20	9677380|16416091|12620197|9354787|18488027|19168544|29930138|11833005|36536132|7761391|7937887|19713521|7761389|10411918|10545949|18488028|7757071|7761392
600203	False	2025-03-21	
600204	True	2025-03-19	13560805|7942845|12244547|20358595|8528240|15633184|3238439|7829066
600205	False	2025-03-21	
600209	False	2025-03-21	11432960|8081357|1714376
600210	False	2025-03-21	7790005|7622058|15514019|19830829|16027362|14765120|15156189|12352981|16140942|7835892|11955451|29211713|15156188|12464175|15930301|7607690|26515139|15107406
600211	True	2025-03-20	14688224|29891876|25311905|16222673|16575894|8896571|11768584|15030764|19830829|10357935|10215629|9182762|20014132|16143022|15226309|11722849|9434946|12167715|20448178|15456894|12923053|9182763|9207800|7835892|19028669|12081718|23290074|12424590|9182765|18424451|8341710|11857736|9182764|10521292|9182754|19286668|692541|15156188|15225881|15583032|11389462|15107406|12196916|17251981|17360627|18077419|9233771|15952089|12952936|10545612|10942429|11960980
600215	True	2025-03-20	1374398|15616564|9150721|7835894
600216	False	2025-03-21	
600218	True	2025-03-20	
600219	True	2025-03-20	
600223	True	2025-03-19	21267591|38684900|8755926|12796826|85351|38973251|38035881|24787759
600224	True	2025-03-19	14745083|16429157|22914369|20513824|1852198|25981959|20513822|7874171|19841386|20513824|10522902
600227	True	2025-03-20	8706131|20596027|7896286|7767003|33729478|36951214|27080313
600228	False	2025-03-21	10074483|19462466|8530100|9063411|10510337|8107805|20107438|8589714|11756432|31301676|26772908|11244092|8589728|11752024|9654208|15077107|7896277|9654209|8902878|11470165|8617496|10580502|9189867|28710092|10586178|8278374|12581520
600229	False	2025-03-21	8101838|27193218|26041762|26138499|7896285|30185558|38662784|29989513|8340364|25930971|8910405
600231	True	2025-03-19	23830519|7531539
600237	True	2025-03-20	24074864|18354397|8268909|7633437|8995764|16251970|9710638|9731536|7851908|9063744|9063745|15621527
600242	False	2025-03-21	21051556|8383238|19536265|11242051|10520991|26657283|18319253|11739486|10591648|11882900|10537110|7851893|24378538|9153236
600243	False	2025-03-21	9144178|9167970|10965038|8413235|9748289|7601483
600251	True	2025-03-19	3398011|7856656|21703590|820824
600253	False	2025-03-21	35188035|12107286|24930766|20688981|33193710|21266776|7883760|22033518|8125016|11455387|31009037|9170146|25119038|32025031|17392787|12774124|21976023|18362915|27121842|28146477|10639156|26276877|18362914|16301529|29726989
600255	False	2025-03-21	
600256	True	2025-03-20	
600258	False	2025-03-21	2047873|7980603|11691795|8072530|8128251
600260	True	2025-03-20	
600262	True	2025-03-20	15772665|19421193|12949501|17200722|12414874|31320508|19487460|15550624|10999850|11602656|10491407|17429393|1380156|8473346|15184902|16373578|10999846|8181472|14966570|1536575|24843008|10813584|9346237|11278747|14976201|11158594|9144565|16049480|8521477|12535526|11381142|17581586|1744122|1594589|8945508|18319253|23611898|26476537|14507922|32322056|11344234|11701743|11260714|12391014|20236942|19865173|10877734|7851909|8074655|8521479|9630216|19127021|20448152|12601017|22270723|14991050|12021245|12045254|12702643|10487712
600265	True	2025-03-20	
600268	True	2025-03-19	17963257|25251940|26970110|30891959|7864049|15057122|7864039|21337683|16523517|10767005|17159512|25808193|10532175|8456858
600270	True	2025-03-20	7523404|8824813
600272	True	2025-03-20	7971277|12361597|12757932|18948503|16713569|11470819
600274	True	2025-03-19	16437577|9392579|16476816|16157749|16567613|8926492|8163988|17579875|9789048|9088499|10412802|17923640|16718704|9189031|17310038|9222220|10202939|16344531|9029063|12165467|9641683|10208578|10595524|19884571|14629785|7936288|11971082|11520930|7936241|19015862|19924424|17805587|11708987|17562930|11708988|9345089|17023659|7783864|11094121|9630238|19884572|6524873|18703462|11939896|19915575|9108114|12481984|12056930|16432153|12107813|12056929|19786698|8789453|15023818|7977375|1416801|8940276|32050258
600276	True	2025-03-20	23696373|12136071|15857853|18347334|21337686|15666314|11706120|15545631|21387384|21703454|9570965|31960911|12668592|25394726|9188658|10712431|8878478|10716263|11755616|14714274|9388399|7698746|19855400|17235124|23731542|19293235|15378071|30446682|11559313|19417009|19528524|8343959|24000151|32732295|16864835|18765654|69080|19825845|11182080|30651639
600277	True	2025-03-20	7828896|38326607|1628620|15472070|16341007|11224524|15485632|24123680|23143597|10537105|10454544|23143595|7777541|10974547
600284	True	2025-03-20	10995463|8596958|7991593
600285	True	2025-03-20	16777602|7990965|10773672|10413110|10702684|11161817|9154815|32059759|10676813
600292	False	2025-03-21	7766992|7959689|12503609|11055432
600293	True	2025-03-20	28971144|1003446|152174|30975617|25545163|26537056|24700542|22782511|31501304|7766992|11445636|11310626|7959689|8034296|34631954|16537460|31731261|12503609|26085604|31181574|33704598|32713175|29473048|27931826
600296	False	2025-03-21	11259675|11533490|28661490|17439653|2383278|7698765|9482886|2139780|14702637|9565590|20947764
600297	False	2025-03-21	14625550|15136723|9052785|16484492|9459001|7698771|23382958|16788384|17068242|16227971|17656701|19328777|17138872|11355940
600300	True	2025-03-20	9585360|2908446|23934111|27476654|11357955|28777935|12915461|9539795|11071482|30007309|7694407|7698742|34961934|7587378|9539131|16520390|15048885|16880397|9771796|1349424|7917301|15635412|7611729|11784699|8172925|12578975|8786089|9180080|11031254|9373176
600301	True	2025-03-20	20547083|11013134|7759115|10832746|16317551|7698750|17945527
600302	False	2025-03-21	8076406|9777344|12923872
600309	False	2025-03-21	
600315	False	2025-03-21	11479622|7737295|23897980|14568982|26070486|11157058|7510240|15270726|20156905|14976315|14730361
600316	True	2025-03-19	10915760|20642360|7704031|17851452|9529344|9603735|38374469|9603736|7616538
600319	False	2025-03-21	7573054|8072542|10982176|8072544|9714764|1990836|9683605|10699054|7757067|3187535|2885918|2301392|1671006
600320	True	2025-03-19	15123604|9662408|8072542|10848492|15247916|8733139
600324	False	2025-03-21	7929219|10343098|9164944|8574748|10714678
600326	True	2025-03-20	8995487|1997200|1394235|2143098|31422817|16364915|1579499|17936923|8543178|8244392
600327	True	2025-03-20	30545844|8268667|7749232|8747928|7791877|8163462
600328	True	2025-03-20	23945586|8058765|7906940
600329	True	2025-03-20	6682191|4735089|7577667
600332	False	2025-03-21	7936247|10049580
600334	True	2025-03-19	9855539|10220859|12145747|9497249|3942856|7807161|8453459|2645018|1745277|8503797|1487757|1619633|12891679
600336	False	2025-03-21	8071310|20123977|27590285
600337	True	2025-03-20	8660997|8808279|17452647|7495867|8063797|19561616|14764727|8651911
600339	False	2025-03-21	7929202|8833162
600340	False	2025-03-21	7929173|11707781
600341	True	2025-03-20	15650770|27034374|8661736|11452127|24553136|8262388|8661728|7851890|18083102
600342	False	2025-03-21	14985289|11431696|8641686|8258527|21067480|10581022|7947717
600343	False	2025-03-21	3415824|7639138|3311958|21256652|8859246|11992377|1941341|14473659|7281479|7679283
600348	True	2025-03-19	24859200|28556411
600352	False	2025-03-21	
600359	True	2025-03-20	9015377|9727001|17380208|7680431|9002665|11318951|7635463|15767585|12086641|12122007|12130653|28630040|9580661|7929082|8841184|8190102
600361	False	2025-03-21	9497266|5652992|1557949|6133167|6707656|10996781|18336586|15482954|12601114
600363	True	2025-03-19	14508708|9042923|8618696|7854534|7825577|7310405|14508710|15711826
600367	False	2025-03-21	10568747|10669729|7984242
600372	False	2025-03-21	1378265|7814034
600373	True	2025-03-19	7702089|11471171|20503327|26598328|1887855|25574826
600376	True	2025-03-19	12700602|12843319|39292928|16470787|9245985|12920067|12157905|18498373|23722869|14684682|7891375|8640225|8717052|11170071|18285823|15024723|18831062|7891374|10946360|12114496|17786384|8782041|7891373|21174526|12970115|18312453|8162076|12588795|5037289|11484689|7633456|16542389|30244195
600378	True	2025-03-20	22228767|9168817|8039717|15647377|34842280|21944719|17624330
600380	True	2025-03-20	15738425|18614014|17657314|21266776|9874807|18238900|19436111|7782080|11030331|11901146|10968783|7926814|7625741|12193651|19520913
600386	False	2025-03-21	15472070|12150889|12598895|8294468|7926730|15616565|8649364|11034201|16810178|26735018|24123680|16311606|27580028|8586447|17604724|12483209|11301021|10067894
600393	True	2025-03-20	12427278|9171819|10545607|7926735|8131753|11430825|7774922|9778254|12453426|12119409|11260214|15282207|10635332|9008166|17589521
600394	False	2025-03-21	
600395	False	2025-03-21	18064304|11336704|26106858|7774946
600399	True	2025-03-20	
600401	True	2025-03-20	
600402	False	2025-03-21	
600403	True	2025-03-20	9247085|21051638|7774951|9065413|7911242
600404	True	2025-03-20	12930902|15201901|12171929|7774928|8651315|19907496|12237462|10783165
600405	False	2025-03-21	15201901|7774928
600406	True	2025-03-20	
600408	True	2025-03-20	10970885|8226977|7774938|11254672|8390675|7848919|8302582|8796349|8977099|7789998|9659900|8682498|11283268
600409	True	2025-03-20	15475963|12419217|15057233|8056148|14758356|15048110|10555149|10839530|12970571|16492734|24153306|11514592|19744959|19838202|11309497|11226285|10866668|1333051|11867749|17327385|14676330|12705865|15328533|8554552|8812511
600410	True	2025-03-20	7935377|8454591|1730767|15060082|21566135|11854277|30174180
600412	True	2025-03-20	1715024|21551061|16689661|17266443|16108726
600414	True	2025-03-20	9288097|26220973|11583975|9668159|11336669|8858157|7719337|8586442|17317787|17157249|8280468|7790377
600415	True	2025-03-20	7887897|9463307|12470185|7566022|8602747|23599266|7719340|6101134|9931538|11095717|17382327|8965888|3477125
600416	True	2025-03-20	7881292|1941962
600425	True	2025-03-20	
600428	True	2025-03-20	10669724|10760587|7762982|10938113
600431	False	2025-03-21	21532571|12358941|17463246|8078588|18176561|8153634|17713536|19668188|8152487|7727766|7651726|17463248|7675459|20173736|18185590|17463249
600432	False	2025-03-21	17331201|7877445|28297715|20395510|10964938|1704129|22220752
600434	False	2025-03-21	2481498|19966778|17554340|8910278|28219080|9070949|16841093|16641093
600436	True	2025-03-20	9156696|8569364|20702223|11719393|8198545|2818198|8526747|11779261|8617495|10376772
600441	True	2025-03-20	15650770|11175853|1347472|27049947|8336730|21501828|15108283|8595896|7867073|7854420|12122116
600443	True	2025-03-20	8838810|7851394|11274078
600444	False	2025-03-21	8646889|7789985|12582158|1372904|16644257
600448	True	2025-03-20	8444877|18037997|9021158|7790001|15372106|10746729|16493044|20339032
600449	True	2025-03-20	7515059|8172617|8573067|7789999|7959017|8274401|8486699
600458	False	2025-03-21	7762596|13890115
600461	False	2025-03-21	7726230
600462	True	2025-03-19	15108122|15103716|14981724|17056637|7726239|25227147|15772074|4364695
600463	False	2025-03-21	23312594|11013254|7698756|23591992
600464	False	2025-03-21	8702973|7855600|20727515|16737952|12032543|16099990|25326380|23143332
600466	False	2025-03-21	7828891|9161417
600469	False	2025-03-21	8812508|11551508|8069914|7937105|11545740
600470	False	2025-03-21	7931345|15338008|11038359|26340333|30391508|8542595
600471	False	2025-03-21	8808285|22722251|8417977|8626737|10506557
600476	True	2025-03-20	
600478	False	2025-03-21	11719186|7610041|22444670|7759100|25714577|8132574|9799600|27431780
600479	False	2025-03-21	
600481	False	2025-03-21	20558698|10619424|7759101|7903453|18846256|14645851|21858719|9070916|25218172|11950857|20466882|11485982|20466885|9329978|15372105|7958866
600482	False	2025-03-21	
600484	False	2025-03-21	
600485	True	2025-03-20	
600486	False	2025-03-21	
600489	False	2025-03-21	9660947|16554754|19633193|8506326|15339668|2263604|12934009|16988714|18243104|11877454|19592273|18218901|15314684|16109714|16041384|19926569|7842733|7739550|10448862|12598522|8202141|2787027|8702849|11163226|10448861|16740479|20485437|22375008|9506523
600493	True	2025-03-20	7601460|9383301|22442384
600494	True	2025-03-20	7601453|17141158|12782656|21617644|8441633|20107439|8276396|29635978
600497	True	2025-03-20	7988703|9208914|1365882|1536860|17244528|11797013|11389854|20558612|16801347|9224708|9758629|12511592
600498	True	2025-03-20	
600499	True	2025-03-20	
600501	True	2025-03-20	7778600|11891690|397773
600503	True	2025-03-20	8062391|8062392|15893730
600505	True	2025-03-20	19118383|21331045|7797465|15616566|26131937|8050587
600506	True	2025-03-20	
600510	True	2025-03-20	9076212|11743578|10192392|17210864|15059719|9579474|21398278|6571433|12766032|7726183|17074320|3947295|7236571|12788118|5920432|12860819|34174832|9098278
600512	True	2025-03-19	15079010|8773604|11906506|22496201|12205652|11810107|11085594|17562837|7647791|19064878|15079011|9989620|18711109|10851389
600513	True	2025-03-19	14623738|18685138|9339675|10563623|8991790|7647781|9758605|7895015|7906762|7550350|9773047
600517	False	2025-03-21	332328|8825656|15677460|7724531|1958219
600519	False	2025-03-21	7724559|12107178|11089979
600520	True	2025-03-20	7724559|8224848|20559389|11089979
600521	True	2025-03-20	11485744|22966085|19564340|8921412|17937425|18266249|10946292|21258343|8018603|21035106|7759119|8240317|10475605
600522	True	2025-03-20	18451993|23268370|14702420|8175726|10319815|25102815|12808451|12743172|12045263|16498630|2777750|8083230|1869522|11416127|7782073
600523	False	2025-03-21	16439678|9448300|9241278|10077651|20959604|7789986|15849611|9242408|12209011|16160008|17293870|15459009|7613023|9990067
600524	True	2025-03-20	7613029|10932185|1334548|10454588|15454084|34409981|16280981|8386829
600525	True	2025-03-20	15666299|15456894|9874789|8975708|9467018|9783705|7613049|18203197
600527	True	2025-03-20	11163240|7534404|7833926|15998730|8559144|16413489|11799227|14699416|11754835|11754836|19815777|11780069|15687262|16007075|11983165|8761303|20445540|11799243|9630219|20445537
600529	True	2025-03-20	6181239|10896289|17130438|12434311|15033206|12655555|16354225|21840233|7892223|10070612|10626578|20855850
600534	True	2025-03-20	23028328|7607676|20134461|18200009|19273615|20434978|21796732
600538	True	2025-03-20	8041738|15902258|19666612|12586629|21270888|21270895|7607688|8026862|29123070
600543	True	2025-03-20	15543145|14555954|11867753|15976301|20393464|15473965|10725395|7477376|10655590|16767099|10839362|17521571|16615895|15583696|11679632|21441918|19718025|17018285|16402353|9771476|24119685|17521572|7700649
600544	False	2025-03-21	9207295|8139693|7896779
600545	True	2025-03-20	
600547	True	2025-03-20	7883047|16376499
600549	False	2025-03-21	10216252|9160666|24945353|7970704|2428784
600550	False	2025-03-21	7929457
600553	True	2025-03-20	7832990|8530049
600555	True	2025-03-20	22651901|23376950|16934001|16585605|9630226|8530075|8197455|11452125|12590259|8608598|2236065|9925928|16319195|30317461|12705898|7716810|7566171|8608586|9636188|12923053|20841510|18345012|25200956|28213522|21727188|8608597|26513235|11257227|10851061|14557668|15661020|23541320|1502203|11323675|22195034|23709754|11886859|31448411|12734330|12804771|22573496|23534974|21714643|12461178|28442624|14730360|15073186|25121748|9284918|25288569
600556	False	2025-03-21	15175343|25564224|9020188|31836668|33679716|1502204|32092142|23391734|16319195|28213522|22883142|14557668|26122121|23685454|8601453|12804771|28442624|7885841|35708626
600557	False	2025-03-21	
600560	False	2025-03-21	10372739|9192859|7806213|1409579|10580504|11884717|1623525|17272725|7635484|12101399|23846654
600564	True	2025-03-20	9756925|14661079|14744536|9126497|7805892|7775381|2446322|7587397
600566	True	2025-03-20	9888998|21424692|33276371|9448462|12827191|11944992|12036300|1621094
600567	False	2025-03-21	17804423|29681532|9448462|12827191|9872452|12379233|11944992|12036300|1621094|22209245
600570	False	2025-03-21	17567819|11250895|7795595|23707145|29403012|12612585|31056551|19710712|20037607|15252188|19191339|10888596|29403011|9520461|11068136|16932951|1521363
600576	True	2025-03-20	16159935|8455608|20347099|20659440|11864602|11297508|29358654|9312027|3413070|12845333|9403619|17975667|9207128|15810002|21562492|7721094|8978781|26404840|11746033|11061558|20336144|10999851|27535533|21220346|8007990|10096597|21110066|19494035|17643447|16329098|19396158|18055909|11443219|21637914|15310850|7665171|16847256|22101736|15902305|18672102
600580	False	2025-03-21	7665160|34186028|8812471|11182090|9521585|10856224|12059962
600586	True	2025-03-20	17488623|7665179|9691182
600587	True	2025-03-20	7789967
600588	False	2025-03-21	
600591	True	2025-03-20	27015311|9732265|7715707
600594	True	2025-03-20	3770751|7633403|7655455
600595	False	2025-03-21	15226261|21441926|14603322|18066062|8191288|8597639|24089209|11916979|7633404|11773599|11251073|28069795|19701205|12239239|11832437
600596	True	2025-03-20	8117283|7633408
600597	True	2025-03-20	7633416|16952428|21757756
600598	True	2025-03-20	1158051|7634542
600599	False	2025-03-21	9778250|21055716|8924208|20676099|15489291|15923635|955641|23125034|20691777|31818881|28361594|25724378|7753194|7753195|18852285|20010836|20696915|18487511|9119377|24443441|1659863|8918890|20676097
600600	False	2025-03-21	15973414|12052960|10839360|12384430|8666391
600602	False	2025-03-21	
600603	False	2025-03-21	
600604	True	2025-03-20	
600605	False	2025-03-21	7753840|15024629|8660965|11129343|8597643|17624330
600606	True	2025-03-20	
600607	False	2025-03-21	15647280|11716785|7702631
600610	True	2025-03-20	7799916|10393246|7737900|9792629|8441384
600613	True	2025-03-20	8084583|8703135|8306325|8385338|7777541
600614	True	2025-03-20	1633809|15632002|7759097
600619	True	2025-03-20	
600623	False	2025-03-21	12150997|16862154|9126478|7754374|9828210|23068610|1596907|2065333|16488391|15829968|9736732|10964324|18037895|8436422
600625	True	2025-03-19	8533798|15716346|17497721|19249007
600627	True	2025-03-19	28285122|7628119|7133092|6883719
600628	False	2025-03-21	1417022|2915059|1705765|7628125|2915060
600629	False	2025-03-21	7762558
600630	True	2025-03-21	7762548|7264357|15486090|8763445|9777763|22466610
600632	False	2025-03-21	8439730|3012554|8640783|9826475|12819783|7721093
600633	False	2025-03-21	18682706|9072957|8833157|8836141|8824194|18326859|8454642|8940297|8641134|9070946|10225980|7718582|2737304
600635	True	2025-03-20	7635972|15955952|11971878|19336474|16220345|16260629|9565498|15289765|15548547|17640327|1976511|9545595|17963489|7713914|10931427|8557195|12891678|11854319|19176457|11854318|11854316|23180771|24714694|15494458|17982442|21471965|16630564|12882447|11152647|14960358
600638	True	2025-03-20	2133536|10393037|7724178|18214786|6050846|12073023|20074521|14595441|15223798
600639	False	2025-03-21	12477715|9573047|21674587|7958843|1378265|7789948|15590671|12193789|15073321|8780721|37880421|23042294|8087842
600642	True	2025-03-20	1380540|7539551|24310084|20071333|11544309|8482585|8111046|1537607
600644	False	2025-03-21	18703497|1034214|9616127|7721102|32554531|11827984|11559849|9758630|10932188|21798896|25913853|3035184
600647	True	2025-03-20	7914353|7647458|11748138|15363417|11091080
600648	True	2025-03-20	
600649	True	2025-03-19	8651281|1999498|33610471|18925671|18550408|16602102|1528846|12410208|8682496
600650	True	2025-03-20	11389301|17709715|3052273|8651281|7892212|15811315|1999498|736528|11477613|1988962|7896283|8786066|18550408|23184072|21697855|10398215|1339389|8086471|15622536|20934285|8888280|12560872|10090476|8358442|1528846|12673791|7711730|10873395|12410208|8682496|18306170
600651	True	2025-03-20	7603564
600652	True	2025-03-19	7655461|15015131|11938438|16222661
600653	False	2025-03-21	
