mim	is_phenotype	date_fetched	umls_ids	orphanet_ids
180463	False	2025-03-21	C1419720	
180464	False	2025-03-24	C1419721	
180465	False	2025-03-23	C1419727	
180466	False	2025-03-24	C1335637	
180467	False	2025-03-25	C1419656	
180468	False	2025-03-25	C1419668|C2675859	
180469	False	2025-03-21	C1419669	
180470	False	2025-03-23	C1419697	
180471	False	2025-03-21	C1419700	
180472	False	2025-03-24	C1419713|C2675860	
180473	False	2025-03-20	C1419717	
180474	False	2025-03-24	C1419639	
180475	False	2025-03-21	C1419629	
180476	False	2025-03-21	C1419702	
180477	False	2025-03-24	C1419723	
180478	False	2025-03-21	C1419733	
180479	False	2025-03-24	C1419676	
180480	False	2025-03-20	C1419621	
180490	False	2025-03-23	C1419698	
180500	True	2025-03-19	C3714873	782
180510	False	2025-03-20	C1419691	
180520	False	2025-03-23	C1419692	
180530	False	2025-03-21	C1419693	
180535	False	2025-03-21	C1419704	
180540	False	2025-03-23		
180550	True	2025-03-19	C1867155	91481
180600	False	2025-03-21	C0263489	169
180610	False	2025-03-25	C1419392	
180620	False	2025-03-25	C1421159	
180621	False	2025-03-20	C1421157	
180630	False	2025-03-24	C1413963	
180640	False	2025-03-25	C1421113	
180645	False	2025-03-21	C1419462	
180646	False	2025-03-23	C1419454	
180647	False	2025-03-20	C1419453	
180660	False	2025-03-24	C1335231|C5231423	
180661	False	2025-03-25	C1418739	
180662	False	2025-03-20	C1418747	
180663	False	2025-03-21	C1418740	
180664	False	2025-03-20	C1418743	
180670	False	2025-03-21	C1867153	
180680	False	2025-03-20	C1419475	
180690	False	2025-08-17	C1419489	
180691	False	2025-03-23	C1419558	
180692	False	2025-08-17	C1419574	
180700	True	2025-03-19	C0265205|C4551475	3107|97360
180710	False	2025-03-24	C1822902	
180720	False	2025-03-25		
180721	False	2025-03-25	C1419600|C2675552	
180730	False	2025-06-15	C1867147	3110
180740	False	2025-03-20	C1420282	
180750	True	2025-03-19	C1867146	3106|794
180800	True	2025-03-19	C0205713	3115
180840	False	2025-03-21		
180849	True	2025-08-17	C0035934|C4551859	353277|783
180850	False	2025-03-21		
180860	True	2025-05-11	C0175693|C5393125	813
180870	False	2025-03-25	C0265248	3121
180900	False	2025-03-23	C0796140	2709
180901	False	2025-03-21	C1419778|C1840365|C1850674|C2930980|C5830701	
180902	False	2025-03-21	C1419779|C1631597|C4016369|C5542154	
180903	False	2025-03-24	C1419780|C5830393	
180910	False	2025-03-21	C1867061	
180920	True	2025-03-23	C0158667	86815
180930	False	2025-03-20		
180940	False	2025-03-24		
180950	False	2025-03-21	C1867056	
180960	False	2025-03-23	C1412291|C3151058	
180980	False	2025-03-21	C1412379	
180989	False	2025-03-24	C1418866	
180990	False	2025-03-20	C1418869	
181000	True	2025-03-19	C2697310	797
181010	False	2025-03-20	C0036089	
181030	True	2025-03-19	C1519176	276148
181031	False	2025-03-24	C1419805|C3151061|C4551824|C5774303	
181035	False	2025-03-20	C1823519	
181180	False	2025-03-20	C1867023	2013
181200	False	2025-03-20	C1867022	
181250	False	2025-03-20	C1867021	1003
181270	True	2025-07-13	C1867020	2036
181300	False	2025-03-24	C1867019	
181350	True	2025-03-21	C0410190	261|98853
181400	True	2025-03-19	C1867005	85146
181405	True	2025-05-11	C0751335	431255
181430	False	2025-03-21		
181440	False	2025-03-24	C0036310	
181450	True	2025-06-15	C1866994	3138
181460	False	2025-03-21	C1866993	1247
181500	True	2025-03-25	C0036341|C4538533	
181510	False	2025-03-25	C0220702	
181515	False	2025-03-24		
181520	False	2025-03-23		
181590	False	2025-03-21	C1420065|C2675187	
181600	True	2025-03-19	C0406767	384
181700	False	2025-03-23	C1866984	91490
181750	False	2025-03-25	C1866983	220402|90291
181800	False	2025-03-23	C2700406	
182000	True	2025-03-19	C0022603	
182090	False	2025-03-23	C1420421	
182098	False	2025-03-23	C1335806	
182099	False	2025-03-24	C1419875	
182100	False	2025-03-23	C1414863|C2674252|C4016370|C4016371|C4749062	
182115	False	2025-03-24	C1418978	
182120	False	2025-03-23	C1420342|C4225301	
182125	False	2025-03-24	C0268468|C1420371	
182128	False	2025-03-20	C1419917	
182131	False	2025-03-21	C1415804	
182132	False	2025-03-25	C1415807	
182133	False	2025-03-21	C1415805	
182134	False	2025-03-25	C1415808	
182135	False	2025-03-25	C1415809|C2675945|C4016373|C4016374	
182137	False	2025-03-20	C1415816	
182138	False	2025-03-23	C1420214|C4016373|C4016375	
182139	False	2025-03-23	C1333933	
182140	False	2025-03-21	C1419960	
182141	False	2025-03-23	C1419961	
182143	False	2025-03-25		
182144	False	2025-03-20	C1420038	
182145	False	2025-03-21	C1866968	
182150	False	2025-03-24	C1866962	1968
182160	False	2025-03-25	C1420364	
182170	True	2025-03-19	C4225428	1047
182175	False	2025-04-03	C1335862	
182180	False	2025-03-23	C1420414	
182190	False	2025-03-20	C1866960	166282
182200	False	2025-03-20	C1866959	
182203	False	2025-03-21		
182205	False	2025-03-21	C1366439	
182210	False	2025-03-25	C1866958	3164
182212	True	2025-07-06	C1321551	2462
182220	False	2025-03-23	C1866942	
182230	True	2025-03-24	C0338503|C2750027	3157|95494
182250	True	2025-03-20	C4225427	85191
182255	False	2025-03-25	C1866939	
182257	False	2025-03-24	C1418549	
182260	False	2025-03-24	C0149887	
182265	False	2025-03-25	C1420372	
182266	False	2025-03-25	C1420373	
182267	False	2025-03-21	C1420374	
182268	False	2025-03-25	C1420375	
182269	False	2025-03-21	C1420376	
182270	False	2025-03-21	C1866938	
182271	False	2025-03-23	C1420381	
182279	False	2025-03-23	C1420295|C1420299	
182280	True	2025-03-19	C0149925	70573
182281	False	2025-03-20	C1332683	
182282	False	2025-03-24	C0265342|C1420285	
182283	False	2025-03-20	C1332690	
182284	False	2025-03-25	C1337091	
182285	False	2025-05-11	C1420283	
182290	True	2025-03-19	C0795864|C1866927	819
182305	False	2025-05-11	C1420229	
182307	False	2025-03-25	C1420234|C5441928	
182308	False	2025-03-20	C1420109	
182309	False	2025-03-25	C1420185|C2676786|C3150652|C4310473	
182310	False	2025-03-20	C1412628|C4747974|C5193023	
182330	False	2025-03-25	C1412631	
182331	False	2025-03-20	C1412632	
182340	False	2025-07-20	C1412629|C1865322|C1865323|C3549447|C5562015|C5562017	
182350	False	2025-03-24	C1412630|C1832466|C1868681|C3553788|C5562018	
182360	False	2025-03-20	C1422211	
182370	False	2025-03-21		
182380	False	2025-03-23	C0268186|C1420200	
182381	False	2025-03-20	C1420201|C3245525|C4016376	
182389	False	2025-03-21	C0751122|C1419856|C1858673|C1864987|C2751756|C4016377|C5543353	
182390	False	2025-03-23	C1419858|C1843140|C3150987|C5394520	
182391	False	2025-03-21	C1419861|C4693694|C4693699	
182392	False	2025-04-03	C1419865	
182396	False	2025-03-21	C1420086|C3552303|C5543243	
182400	False	2025-03-23	C1866879	
182410	True	2025-03-19	C0282492	820
182450	False	2025-03-24	C1335871	
182451	False	2025-03-23	C1335866	
182452	False	2025-03-24	C1335867	
182453	False	2025-03-24	C1335868	
182454	False	2025-03-25	C1335869	
182455	False	2025-03-24	C1335870|C5830702	
182465	False	2025-03-20	C1420310|C4310696	
182500	False	2025-03-25	C1420311|C5394466	
182520	False	2025-03-24	C1420401	
182530	False	2025-05-11	C1420314|C1853120|C4551558	
182590	False	2025-04-22	C1420701	
182600	True	2025-07-13	C2931355	100984
182601	True	2025-03-20	C1866855	100985
182610	False	2025-03-25	C1866854	2816
182690	False	2025-03-25	C1866853	2820
182700	False	2025-03-20		
182790	False	2025-03-24	C1420388|C5575225	
182800	False	2025-03-21	C1866852	
182810	False	2025-03-21	C1420386|C3150731|C5882697|C5882701|C5882768	
182815	False	2025-03-25	C1866851	2821
182820	False	2025-03-20	C1866850	2826
182830	False	2025-03-25	C1866849	
182860	False	2025-03-25	C0520739|C1420385|C1851741|C4016379|C4310960|C4310961	
182870	False	2025-03-25	C0520739|C1420387|C1866810|C3889607|C3889608|C3890218|C4016380|C4693978	
182875	False	2025-03-24	C1866802	3038
182878	False	2025-03-20	C1417935	
182879	False	2025-03-25		
182880	False	2025-03-23	C1418939	
182882	False	2025-03-23	C1866801	
182888	False	2025-06-15	C1421865|C5193047	
182889	False	2025-06-15	C1421866|C4540205	
182890	False	2025-03-25	C1418940	
182891	False	2025-03-21	C1420404	
182892	False	2025-03-24		
182900	True	2025-03-21	C2674218	822
182920	False	2025-03-20		
182930	False	2025-03-20		
182940	True	2025-03-20	C3891448	268357|823
182950	False	2025-03-20	C1710146	137817
182960	False	2025-03-23	C1866784	139518
182970	False	2025-03-20	C1866783	
182980	True	2025-03-19	C1854058	209335
182990	False	2025-03-25	C0344485	2356
183000	False	2025-03-20		
183020	False	2025-03-21	C1866774	
183050	False	2025-03-25	C1866770	
183085	False	2025-03-23		
183086	True	2025-03-19	C0752124	98758
183090	True	2025-03-19	C0752121|C3149907	98756
183100	False	2025-03-25	C1866746	
183250	False	2025-03-25		
183300	False	2025-03-21	C1866745	2063
183350	False	2025-03-23	C1866744	
183400	False	2025-03-25	C1866743	
183500	False	2025-03-21	C1866742	
183600	True	2025-07-20	C2931019	2440
183700	False	2025-03-24	C5574964	2439
183800	False	2025-03-20	C1866740	2329
183802	False	2025-03-21	C1866739	2437
183840	False	2025-03-21	C1866738	
183849	False	2025-03-21	C1866728	168443
183850	False	2025-03-21	C1866727	163673
183900	True	2025-03-20	C2745959	94068
184000	False	2025-03-25	C1866719	163668
184095	True	2025-03-19	C3159322	263482
184100	False	2025-03-24	C1866717	93284
184200	False	2025-03-23	C0038016	
184250	True	2025-03-19	C0700635|C4759767	93346
184252	True	2025-03-19	C0265280	93314
184253	True	2025-04-22	C1866688	93316
184255	True	2025-03-19	C0432221	93315
184260	True	2025-03-19	C2745953|C5542277	166272
184300	False	2025-03-21	C1384641	
184400	False	2025-03-23	C0152438	3181
184420	False	2025-03-20	C1414563|C4748427	
184429	False	2025-03-23	C1420322|C1859773|C1859774	
184430	False	2025-05-11	C1420327|C4760583	
184450	True	2025-03-19	C3489627	
184460	True	2025-03-19	C1866656	140917
184470	False	2025-03-20	C1420455	
184500	True	2025-03-19	C0259771	841
184510	False	2025-03-23	C1866650	3184
184600	False	2025-03-20	C1413778|C4225407	
184601	False	2025-03-23		
184700	False	2025-03-23	C0032460|C1295651	
184705	False	2025-03-23	C1866649	3186
184745	False	2025-03-23	C1366480|C1840392|C2674081|C4225241|C5677013	
184747	False	2025-03-25		
184753	False	2025-03-21	C1420395	
184754	False	2025-03-23		
184755	False	2025-03-21	C1419874|C3150990	
184756	False	2025-03-23	C1274795|C1420398|C5436607	
184757	False	2025-03-21	C1417838|C2751825|C3151406|C3489793|C4479552|C4479664	
184800	False	2025-03-23	C1861485	
184840	True	2025-03-19	C1848488	166100
184850	False	2025-03-24	C0085292|C1861457	3198|438266|443192|443804
184900	True	2025-03-19	C1861456	2833
185000	True	2025-03-19	C1861455	3203
185010	False	2025-03-24		
185020	True	2025-03-19	C1861453	398088
185050	False	2025-03-21	C0032197	734
185069	False	2025-03-23	C1861452	
185070	True	2025-03-19	C1861451	3204
185100	False	2025-03-24	C1861449|C1861450	
185120	False	2025-03-24	C1861448	2863
185200	False	2025-03-25	C1861447	
185250	False	2025-03-25	C1366358|C3280913	
185260	False	2025-09-08	C1417200	
185261	False	2025-03-25	C1366519	
185300	True	2025-07-13	C0038505	3205
185400	False	2025-03-25		
185430	False	2025-03-20	C1413514	
185440	False	2025-03-21	C1420442	
185450	False	2025-03-21		
185460	False	2025-03-24	C1861437	
185470	False	2025-06-15	C0238198|C1419907|C1833930|C1847319|C1861848|C5543176	
185480	False	2025-03-23	C0796204	3465
185490	False	2025-03-20	C1420308|C3891298	
185500	True	2025-03-19	C0003499|C2936909	3193
185510	False	2025-03-25	C1861425	
185520	False	2025-03-24	C1861424	
185535	False	2025-03-23	C0812305|C2750471|C2750737	
185540	False	2025-03-25	C1861423	
185560	False	2025-03-24	C1861422	
185570	False	2025-03-21	C1861421	
185580	False	2025-03-24	C1861420	
185590	False	2025-03-24	C1861419	
185595	False	2025-03-25		
185600	False	2025-03-20	C1861418	
185605	False	2025-03-24	C1420556|C4748715	
185610	False	2025-03-24	C1861417	
185620	False	2025-03-23	C1420527|C4225246|C5435656	
185630	False	2025-03-20	C1420528	
185640	False	2025-03-23	C1335639	
185641	False	2025-03-21	C1420530	
185642	False	2025-03-20	C1420531	
185650	False	2025-03-20	C1861404	
185660	False	2025-03-25	C1420529	
185700	False	2025-03-23	C1861401	3248
185750	False	2025-03-24	C1861391	3246
185800	True	2025-03-19	C3714899	3250
185860	False	2025-03-20	C1427005|C5935597	
185861	False	2025-03-21	C1424609	
185880	False	2025-06-15	C1421418|C1970107|C5193027	
185881	False	2025-03-24	C1421419|C5231518|C5231519	
185900	False	2025-03-25	C1861380	1527|93402
186000	True	2025-03-19	C2699746|C5574994	295195
186100	True	2025-03-19	C1861366	93404
186200	True	2025-03-21	C1861355	93405
186300	True	2025-03-19	C1861348	93406
186350	False	2025-03-24	C1861347	3259
186355	False	2025-03-20	C1419891	
186357	False	2025-03-24	C1419893|C4016383	
186360	False	2025-03-20	C1412427	
186400	False	2025-03-25	C1876184	1412
186500	True	2025-03-19	C0342282|C4551826	3237
186550	False	2025-03-21	C1861313	1275
186570	True	2025-05-11	C1861305	1412
186575	False	2025-03-21	C1861304	
186580	True	2025-03-19	C1836122|C1861303|C5201146	90340
186590	False	2025-03-20	C1420498	
186591	False	2025-03-21	C1823142|C5935588	
186600	False	2025-03-25	C1861302	
186690	False	2025-03-23		
186700	False	2025-03-21	C4538540	3280
186710	False	2025-03-20		
186711	False	2025-03-24	C1824668|C3554540	
186720	False	2025-03-25	C1413232	
186730	False	2025-03-23	C1824666	
186740	False	2025-03-20	C1413223|C3810107	
186745	False	2025-03-24	C1420760	
186750	False	2025-03-24	C1861296	
186760	False	2025-03-23	C1332709|C5935639	
186770	False	2025-03-20	C0920270	
186780	False	2025-03-21	C1824677|C1857798|C4016385	
186790	False	2025-03-20	C1413222|C3810147	
186810	False	2025-03-21	C1421101	
186820	False	2025-03-24	C1413236	
186830	False	2025-07-27	C1332711|C3810127|C3810128	
186845	False	2025-03-20	C1413240|C3150741	
186850	False	2025-03-20	C0265654	
186852	False	2025-03-20	C1419022|C5543482	
186854	False	2025-03-21	C1420216|C5542181	
186855	False	2025-03-23	C1336574	
186860	False	2025-03-24	C1420651	
186880	False	2025-03-21	C1420886|C3809332	
186890	False	2025-03-24	C1861283	
186910	False	2025-08-17	C1413244|C1837065	
186920	False	2025-03-20		
186921	False	2025-03-23	C1416881|C4225611	
186930	False	2025-03-21	C1421008	
186940	False	2025-03-21	C1332714|C3151379|C5543220	
186945	False	2025-03-23	C1414618	
186946	False	2025-03-24	C1414624	
186947	False	2025-03-21	C1414625	
186950	False	2025-03-21	C1861277	
186960	False	2025-06-15	C1420650	
186970	False	2025-03-20	C1421120	
186973	False	2025-03-25	C1367389|C3552634	
186975	False	2025-03-24	C1420661	
186977	False	2025-03-21	C1420663	
186980	False	2025-03-24	C1420655	
186982	False	2025-03-23	C1420658	
186990	False	2025-03-24	C1367475	
187000	False	2025-03-23	C1861274	
187010	False	2025-03-23		
187011	False	2025-03-23	C1332691|C4016386|C4016387	
187020	False	2025-03-20	C1420656	
187030	False	2025-03-23	C1861271	
187040	False	2025-03-21	C0796355	
187050	False	2025-03-23	C0027443	
187100	False	2025-03-21	C0040457	
187260	False	2025-03-20	C0406502|C0473555	
187270	False	2025-04-22	C1367342|C3151443|C3151444|C3275959|C3553617|C3554574	
187280	False	2025-03-25	C1412808	
187290	False	2025-03-25	C1861252	
187300	True	2025-03-19	C0039445|C4551861	774
187310	False	2025-03-21	C1416535	
187320	False	2025-03-23	C1861244	
187330	False	2025-03-24	C1861243	
187340	False	2025-03-23	C1861242	
187350	False	2025-03-24	C0423113	
187360	False	2025-03-24	C0039483|C1956391	397
187370	False	2025-03-21	C1861238	251515
187380	False	2025-03-20	C1336642|C3810170	
187390	False	2025-03-23	C1861237	3294
187395	False	2025-03-23	C1420667	
187400	False	2025-03-25	C0037856	
187410	False	2025-03-23	C1333243	
187430	False	2025-03-20	C1420884	
187450	False	2025-03-23		
187500	True	2025-03-19	C0039685	3303
187501	False	2025-03-23	C1861234	
187510	False	2025-03-25	C1861233	2564
187520	False	2025-03-24	C1539092|C5774187	
187550	False	2025-03-21	C1861232	
187600	True	2025-03-23	C1868678	1860|2655
187601	True	2025-03-19	C1300257	2655|93274
187650	False	2025-03-23	C1861211	
187680	False	2025-03-21	C0342801|C1336663	
187700	False	2025-03-20	C1336690	
187750	False	2025-03-25	C1861204	
187760	False	2025-03-20	C1861197	3317
187770	False	2025-03-23	C1861196	3317
187790	False	2025-03-25	C1420589|C5231403	
187800	True	2025-03-19	C5442010	140957
187900	True	2025-03-19	C1861194	721
187930	False	2025-03-24	C1366449	
187940	False	2025-03-25	C1861193	
187950	True	2025-03-19	C3277671	3318|71493
188000	True	2025-03-23	C1861185	168629|268322
188020	False	2025-03-20	C0272282	
188025	False	2025-03-20	C1956093	851
188030	False	2025-03-20	C0398650	3002
188035	False	2025-03-24	C1418782	
188040	False	2025-03-23	C1420720|C2752036|C3280976	
188050	True	2025-03-19	C0042487|C1861172|C3160733	
188055	True	2025-03-19	C0600433|C1861171	
188060	False	2025-03-21	C1336626	
188061	False	2025-03-24	C1336627|C2676840|C5935631	
188062	False	2025-03-21	C1420721	
188070	False	2025-03-25	C1420619|C3279614	
188100	False	2025-03-24	C0575897	
188150	False	2025-03-25	C1861168	2251
188200	False	2025-03-24		
188201	False	2025-03-25	C1861166	1078
188230	False	2025-03-23	C1420728	
188250	False	2025-03-21	C1420748|C3149750|C4310734	
188300	False	2025-04-03	C1420747	
188340	False	2025-03-23	C1413209	
188345	False	2025-03-20	C1414178|C5676972	
188350	False	2025-03-20	C1366824|C5774217	
188360	False	2025-03-25	C1413208	
188370	False	2025-03-24	C1413207	
188380	False	2025-03-20	C1420783	
188390	False	2025-03-25	C1419080	
188395	False	2025-03-21		
188399	False	2025-03-24	C1420786	
188400	True	2025-03-23	C0012236|C5574896	567|685017
188410	False	2025-03-25	C1413210	
188411	False	2025-03-25	C1413211	
188450	False	2025-03-25	C0342194|C1420709|C1842444	
188455	False	2025-03-25	C3495590	93953
188470	True	2025-03-19	C4225426	319487
188530	False	2025-03-24		
188540	False	2025-03-24	C0271789|C1421200	
188545	False	2025-03-20	C1442761|C1861106	
188550	True	2025-03-19	C0238463|C3501843|C3501844|C4721429	146|319487
188555	False	2025-03-24		
188560	False	2025-03-21	C1861101	
188570	True	2025-03-21	C2937288	566243
188580	True	2025-03-19	C2749982	79102
188590	False	2025-03-21		
188595	False	2025-07-06	C1420685	
188600	False	2025-03-20		
188700	False	2025-03-24	C0220757	2768
188740	True	2025-03-19	C1861098	988
188770	False	2025-03-25		
188800	False	2025-03-24	C1861097	
188825	False	2025-03-20	C1336629	
188826	False	2025-03-24	C1336630|C1850938	
188830	False	2025-03-21	C1418907|C1864846|C2607929|C2931787|C4016392|C4016393|C4016394	
188840	False	2025-07-20	C1421222|C1837342|C1838244|C1858763|C1861065|C1863599|C2673677	
188850	False	2025-03-20	C0076628	
188855	False	2025-03-21	C1415164	
188860	False	2025-03-21	C1416989	
188890	True	2025-03-19	C1861063|C4016025	
189000	False	2025-03-24	C1861062	
189100	False	2025-03-24	C1861061	
189150	False	2025-03-23	C1861060	
189200	False	2025-03-23	C1861059	
189230	False	2025-03-24	C1861058	
189300	False	2025-03-20	C1861055	
189490	False	2025-03-23	C2752157	
189500	True	2025-03-19	C0406735	2228
189600	False	2025-03-20	C0040485	
189700	False	2025-03-24	C1861044	
189800	True	2025-03-19	C0162739|C4551893|C5574918	275555
189880	False	2025-03-21	C5239945	
189889	False	2025-03-21	C1456377	
189890	False	2025-03-23	C1421162	
189901	False	2025-07-06	C1412994	
189902	False	2025-08-03	C1384538	
189903	False	2025-03-25	C1417715	
189904	False	2025-03-21	C1417716	
189905	False	2025-03-23	C1420652	
189906	False	2025-03-25	C1335858	
189907	False	2025-03-21	C0011860|C0431693|C1266042|C1420636	
189908	False	2025-03-24	C1420642	
189909	False	2025-06-15	C1420645|C1836724|C2750448	
189910	False	2025-03-25	C1424161	
189911	False	2025-03-23	C3891582	
189912	False	2025-03-24	C1421167	
189913	False	2025-03-23	C1421184	
189918	False	2025-03-25	C1421153	
189919	False	2025-03-23	C1421176	
189920	False	2025-03-20	C1421155	
189921	False	2025-03-25	C1421187	
189923	False	2025-03-25	C1421177	
189930	False	2025-03-24	C1421165	
189931	False	2025-03-20	C1421166	
189932	False	2025-03-20	C1421154	
189933	False	2025-03-21	C1421185	
189940	False	2025-03-25	C1420877|C5830553	
189960	False	2025-03-20	C1861028	1199
189961	False	2025-03-20	C0520538|C3887588	3348
189962	False	2025-03-24	C1333719	
189963	False	2025-03-23	C1333718	
189964	False	2025-03-20	C1333720|C4310785	
189965	False	2025-03-23	C1413323	
189967	False	2025-03-20	C1420679|C1862382	
189968	False	2025-03-20	C1333721	
189969	False	2025-03-20	C1333722	
189970	False	2025-03-20	C1415161	
189971	False	2025-03-21	C0812258	
189972	False	2025-03-21	C1333723	
189973	False	2025-03-23	C1414375	
189974	False	2025-03-23		
189980	False	2025-03-25	C1412097|C4016396|C4539857|C5193173	
189990	False	2025-03-21	C0026900	
190000	False	2025-03-20	C0521802|C1442762|C3889615|C3889617|C3889618|C3889619|C4225610	
190010	False	2025-03-21	C1420708|C5568133	
190020	False	2025-03-23	C0079471|C0587248|C1851162|C1968782|C2674644|C3277679|C3550163|C3550165|C3837430|C4016398|C4017653|C4225656|C4225657|C4479707	
190030	False	2025-03-23	C1414588	
190040	False	2025-03-24	C0025286|C0751995|C3809645|C4016399	
190060	False	2025-06-15	C0026574|C5830539	
190070	False	2025-03-25	C1537502|C1851162|C1860985|C1860991|C2674644|C3550163|C3550165|C3809005|C3836560|C3838644|C4016288|C4016400|C4016401|C4016402|C4016403|C4016404|C4016405|C4693979|C5193174	
190080	False	2025-03-25	C0086661|C5193175	
190090	False	2025-03-23	C0080298|C4016406|C4310789	
190100	False	2025-03-20	C1860972	53372
190110	False	2025-03-24		
190120	False	2025-03-23	C0242987|C3280817	566231
190151	False	2025-03-23	C0812265|C1843478|C1855733|C5552985	
190160	False	2025-03-24	C0242988|C1840364|C2937288|C3489796|C4722330	
190170	False	2025-03-25	C1336620	
190180	False	2025-03-20	C0011989|C1366557|C1968974|C4016407|C4748708	
190181	False	2025-04-01	C1336624|C4083047|C4551955	
190182	False	2025-03-21	C0919538|C1860896|C1860909|C2674574|C4016408	
190190	False	2025-03-24		
190195	False	2025-03-23	C1420713|C4016409|C4551630	
190196	False	2025-03-21	C1420714	
190197	False	2025-03-24	C1413560|C5935664|C5935665	
190198	False	2025-09-08	C1334889|C3887892|C4014970	
190200	False	2025-03-23	C1860872	
190220	False	2025-03-24	C1336621|C3553762	
190230	False	2025-03-25	C1336622|C3810012|C4016411	
190231	False	2025-03-20	C1420830	
190232	False	2025-03-21	C1420831	
190300	True	2025-03-20	C1860861	
190310	False	2025-03-23	C1860860	3350
190315	False	2025-03-23	C1420150|C4748678|C5574940	
190320	True	2025-03-23	C0265333	3352
190330	True	2025-03-19	C0854699	411788
190340	False	2025-03-21	C1860850	538756
190345	False	2025-03-21	C1860849	
190350	True	2025-03-19	C0432233	77258
190351	True	2025-03-19	C1860823	77258
190360	False	2025-03-21	C1860822	3361
190370	False	2025-05-11	C1420724|C4310648	
190400	False	2025-03-20	C0040997	221091
190410	False	2025-03-23	C0410060	
190420	False	2025-03-21	C1860821	
190430	False	2025-03-24	C1860820	
190440	True	2025-03-21	C0432122	3366
190445	False	2025-03-21	C1860815	
190450	False	2025-03-23	C1420871|C1860808|C4016412	
190470	False	2025-03-24	C1420876|C5543159	
190500	False	2025-03-23	C1860807	
190600	False	2025-03-20	C2931238	
190605	True	2025-03-24	C5779878	988
190650	False	2025-03-21	C1860805	
190680	False	2025-03-23	C1860804	2947
190685	False	2025-03-25	C0013080|C1860786|C1860787	870
190700	False	2025-03-25	C1421571	
190800	False	2025-03-21	C1860785	
190900	True	2025-03-19	C0155017	88629
190920	False	2025-05-11	C1420868	
190930	False	2025-03-21	C1420779	
190940	False	2025-03-20	C1860781	
190950	False	2025-03-23	C1860780	
190960	False	2025-03-20	C1860779	
190970	False	2025-03-20	C1860778	
190980	False	2025-03-21	C1860777	
190990	False	2025-03-25	C1420873|C1836447|C5193002|C5193176	
191000	False	2025-03-24	C1860773	3383
191010	False	2025-03-23	C1420872|C1861863|C2678476|C3808145	
191020	False	2025-03-25		
191030	False	2025-03-21	C0546264|C1420874|C5829889	
191039	False	2025-03-24	C1420823|C5774273	
191040	False	2025-03-24	C1420822|C2678475|C2750472	
191041	False	2025-03-20	C1420827|C1854380|C5830545|C5830549	
191042	False	2025-03-24	C1420824	
191043	False	2025-03-20	C1420825|C5193014	
191044	False	2025-03-23	C1420826|C1860752|C1861861|C2678474|C2750091|C4225609	
191045	False	2025-03-23	C1420828|C1832243|C1861864|C2676271	
191050	False	2025-03-21	C1421476|C4540265|C5830413|C5830703	
191060	False	2025-03-24	C1420870	
191070	False	2025-03-25	C1420674|C4521096	
191080	False	2025-03-25	C1540043	
191081	False	2025-03-20	C1422417	
191090	False	2025-03-24		
191091	False	2025-03-23		
191092	False	2025-03-20	C0694895|C1847648|C1860707|C4479673	
191100	True	2025-03-19	C0041341|C1854465	805
191110	False	2025-06-15	C1421226|C4016413|C4016414	
191120	False	2025-03-23	C1421228	
191130	False	2025-03-25	C1421231|C4014283|C4551592	
191135	False	2025-03-25	C1421235|C3809420	
191150	False	2025-03-24	C0398741	
191155	False	2025-03-23	C0920268	
191160	False	2025-03-20	C0812246|C1835223|C1855457|C1856170|C1860698|C1860699|C1869116|C3549448|C3862275|C4016415|C4016416|C4016417	
191161	False	2025-03-25	C1420797	
191163	False	2025-03-24	C1420799|C4225218	
191164	False	2025-03-20	C1414300	
191170	False	2025-08-03	C0007102|C0009402|C0024305|C0029463|C0079419|C0205770|C0206624|C0431109|C1835398|C1851161|C1859973|C1969388|C2674060|C2675080|C2750850|C3553606|C3836561|C4016282|C4016419|C4748488|C5975660	
191175	False	2025-03-21	C1825546	
191181	False	2025-03-21	C1860658	
191190	False	2025-03-20	C1275126|C1363984|C3553728	
191191	False	2025-03-23	C1363982	
191195	False	2025-03-21	C1337108	
191200	False	2025-03-25	C1860646	
191250	False	2025-03-25	C1860645	
191270	False	2025-03-20	C3887993	
191275	False	2025-03-24	C1413933|C5436929	
191290	False	2025-03-20	C1420718|C5700309	
191305	False	2025-03-25	C1332419|C3150618	
191306	False	2025-03-21	C1334306|C4016109|C4016420	
191309	False	2025-03-21		
191311	False	2025-03-21	C1333207|C1849011|C5193019	
191315	False	2025-08-17	C0020074|C0919487|C1833921	
191316	False	2025-03-23	C1334910	
191317	False	2025-03-24	C1421254	
191318	False	2025-03-20	C1427952|C5882698	
191320	False	2025-03-23		
191321	False	2025-03-21	C1421257	
191325	False	2025-03-21	C1421270	
191327	False	2025-03-25	C1421371|C5394051	
191328	False	2025-03-21	C1442767|C5543299	
191329	False	2025-03-24	C1442768|C3554608	
191330	False	2025-03-21	C1421368|C3554606	
191339	False	2025-03-21	C1421262	
191340	False	2025-03-21	C1421267	
191342	False	2025-03-21	C1421309|C3150899|C3809665|C5774300	
191343	False	2025-03-24	C1419730	
191344	False	2025-03-24		
191350	False	2025-03-25	C1414133|C2931004|C3553645	
191390	False	2025-03-20	C2674051	
191400	False	2025-03-23	C1860616	2634
191420	False	2025-03-21	C1860615	1837
191440	False	2025-03-23	C1860614	2497
191480	True	2025-05-11	C0432347|C4551573	1410
191482	False	2025-03-21	C1860605	1264
