HGNC_ID	STATUS	WITHDRAWN_SYMBOL	MERGED_INTO_REPORT(S) (i.e HGNC_ID|SYMBOL|STATUS)
HGNC:9292	Merged/Split	PPP1R3	HGNC:9291|PPP1R3A|Approved
HGNC:9321	Merged/Split	PPP5	HGNC:9322|PPP5C|Approved
HGNC:9324	Merged/Split	PPT	HGNC:9325|PPT1|Approved
HGNC:9331	Merged/Split	PQBP2	HGNC:24928|VPS37A|Approved
HGNC:9332	Merged/Split	PQBP3	HGNC:21040|NOL7|Approved
HGNC:9333	Entry Withdrawn	PQBP4	
HGNC:9334	Merged/Split	PQBP5	HGNC:25862|NOL10|Approved
HGNC:9335	Entry Withdrawn	PR@	
HGNC:9342	Merged/Split	PRCA1	HGNC:10050|RNASEL|Approved
HGNC:9345	Entry Withdrawn	PRD	
HGNC:9365	Merged/Split	PRGS	HGNC:4163|GART|Approved
HGNC:9368	Merged/Split	PRHX	HGNC:4901|HHEX|Approved
HGNC:9371	Entry Withdrawn	PRIM2B	
HGNC:9372	Merged/Split	PRIP	HGNC:9449|PRNP|Approved
HGNC:9373	Merged/Split	PRKA1	HGNC:367|AKAP1|Approved
HGNC:9374	Merged/Split	PRKA2	HGNC:372|AKAP2|Approved
HGNC:9375	Merged/Split	PRKAA	HGNC:9377|PRKAA2|Approved
HGNC:9383	Merged/Split	PRKACN1	HGNC:9017|PKIA|Approved
HGNC:9384	Merged/Split	PRKACN2	HGNC:9018|PKIB|Approved
HGNC:9396	Merged/Split	PRKCB2	HGNC:9395|PRKCB|Approved
HGNC:9409	Merged/Split	PRKCNH1	HGNC:4912|HINT1|Approved
HGNC:9415	Merged/Split	PRKG1B	HGNC:9414|PRKG1|Approved
HGNC:9417	Merged/Split	PRKGR1B	HGNC:9414|PRKG1|Approved
HGNC:9418	Merged/Split	PRKM1	HGNC:6871|MAPK1|Approved
HGNC:9419	Merged/Split	PRKM11	HGNC:6873|MAPK11|Approved
HGNC:9420	Merged/Split	PRKM13	HGNC:6875|MAPK13|Approved
HGNC:9421	Merged/Split	PRKM2	HGNC:6871|MAPK1|Approved
HGNC:9422	Merged/Split	PRKM3	HGNC:6877|MAPK3|Approved
HGNC:9423	Merged/Split	PRKM4	HGNC:6878|MAPK4|Approved
HGNC:9424	Merged/Split	PRKM6	HGNC:6879|MAPK6|Approved
HGNC:9425	Merged/Split	PRKM7	HGNC:6880|MAPK7|Approved
HGNC:9426	Merged/Split	PRKM8	HGNC:6881|MAPK8|Approved
HGNC:9427	Merged/Split	PRKM8IP	HGNC:6882|MAPK8IP1|Approved
HGNC:9428	Merged/Split	PRKM8IPL	HGNC:6883|MAPK8IP2|Approved
HGNC:9429	Merged/Split	PRKM8IPP	HGNC:6885|MAPK8IP1P1|Approved
HGNC:9430	Merged/Split	PRKM9	HGNC:6886|MAPK9|Approved
HGNC:9431	Merged/Split	PRKMK1	HGNC:6840|MAP2K1|Approved
HGNC:9432	Merged/Split	PRKMK2	HGNC:6842|MAP2K2|Approved
HGNC:9433	Merged/Split	PRKMK3	HGNC:6843|MAP2K3|Approved
HGNC:9434	Merged/Split	PRKMK5	HGNC:6845|MAP2K5|Approved
HGNC:9435	Merged/Split	PRKMK6	HGNC:6846|MAP2K6|Approved
HGNC:9436	Merged/Split	PRKMK7	HGNC:6847|MAP2K7|Approved
HGNC:9450	Merged/Split	PRO1	HGNC:6636|LMNA|Approved
HGNC:9471	Entry Withdrawn	PRS	
HGNC:9473	Merged/Split	PRSM1	HGNC:8740|CHMP1A|Approved
HGNC:9474	Entry Withdrawn	PRSM2	
HGNC:9478	Merged/Split	PRSS14	HGNC:11344|ST14|Approved
HGNC:9481	Merged/Split	PRSS17	HGNC:6365|KLK4|Approved
HGNC:9482	Merged/Split	PRSS19	HGNC:6369|KLK8|Approved
HGNC:9484	Merged/Split	PRSS20	HGNC:6359|KLK11|Approved
HGNC:9487	Merged/Split	PRSS4	HGNC:9486|PRSS3|Approved
HGNC:9488	Merged/Split	PRSS5	HGNC:6901|MASP1|Approved
HGNC:9489	Merged/Split	PRSS6	HGNC:6368|KLK7|Approved
HGNC:9492	Merged/Split	PRSS9	HGNC:6367|KLK6|Approved
HGNC:9493	Merged/Split	PRSSL1	HGNC:6358|KLK10|Approved
HGNC:9494	Merged/Split	PRTH	HGNC:11799|THRB|Approved
HGNC:9496	Merged/Split	PRTS	HGNC:18060|ARX|Approved
HGNC:9497	Merged/Split	PSACH	HGNC:2227|COMP|Approved
HGNC:9499	Merged/Split	PSBP1	HGNC:7050|SCGB2A2|Approved
HGNC:9503	Merged/Split	PSCD2L	HGNC:9502|CYTH2|Approved
HGNC:9510	Entry Withdrawn	PSF1	
HGNC:9511	Entry Withdrawn	PSF2	
HGNC:9512	Entry Withdrawn	PSF3	
HGNC:9513	Entry Withdrawn	PSF4	
HGNC:9517	Merged/Split	PSG12	HGNC:9515|PSG10P|Approved
HGNC:9518	Merged/Split	PSG13	HGNC:9516|PSG11|Approved
HGNC:9528	Merged/Split	PSIP2	HGNC:9527|PSIP1|Approved
HGNC:9572	Merged/Split	PSOR1	HGNC:10497|S100A7|Approved
HGNC:9573	Merged/Split	PSORS1	HGNC:4933|HLA-C|Approved
HGNC:9574	Merged/Split	PSORS2	HGNC:16446|CARD14|Approved
HGNC:9575	Entry Withdrawn	PSORS3	
HGNC:9576	Merged/Split	PSP	HGNC:9577|PSPH|Approved
HGNC:9610	Merged/Split	PTK1	HGNC:6850|MAP3K11|Approved
HGNC:9613	Merged/Split	PTK3A	HGNC:2730|DDR1|Approved
HGNC:9614	Entry Withdrawn	PTK3B	
HGNC:9615	Merged/Split	PTK4	HGNC:12434|TXK|Approved
HGNC:9616	Merged/Split	PTK5	HGNC:3955|FRK|Approved
HGNC:9619	Merged/Split	PTK8	HGNC:7381|MST1R|Approved
HGNC:9622	Entry Withdrawn	PTLAH	
HGNC:9631	Entry Withdrawn	PTOS1	
HGNC:9633	Merged/Split	PTP4A	HGNC:9635|PTP4A2|Approved
HGNC:9641	Entry Withdrawn	PTPLC	
HGNC:9643	Merged/Split	PTPN10	HGNC:3064|DUSP1|Approved
HGNC:9648	Entry Withdrawn	PTPN17	
HGNC:9660	Merged/Split	PTPN8	HGNC:9652|PTPN22|Approved
HGNC:9684	Merged/Split	PTPRZ	HGNC:9685|PTPRZ1|Approved
HGNC:9687	Merged/Split	PTPTP1	HGNC:9653|PTPN2P1|Approved
HGNC:9693	Entry Withdrawn	PUAB1	
HGNC:9694	Entry Withdrawn	PUAB2	
HGNC:9695	Entry Withdrawn	PUAB3	
HGNC:9696	Entry Withdrawn	PUAB4	
HGNC:9697	Entry Withdrawn	PUAB5	
HGNC:9698	Merged/Split	PUM	HGNC:7508|MUC1|Approved
HGNC:9699	Merged/Split	PUMB1	HGNC:402|ALDH1A1|Approved
HGNC:9703	Entry Withdrawn	PUT1	
HGNC:9708	Merged/Split	PVS	HGNC:9705|PVR|Approved
HGNC:9710	Merged/Split	PWCR	HGNC:11164|SNRPN|Approved
HGNC:9712	Merged/Split	PXE	HGNC:57|ABCC6|Approved
HGNC:9714	Merged/Split	PXMP1	HGNC:67|ABCD3|Approved
HGNC:9715	Merged/Split	PXMP1L	HGNC:68|ABCD4|Approved
HGNC:9720	Merged/Split	PYCD	HGNC:2536|CTSK|Approved
HGNC:9724	Entry Withdrawn	PYGBL	
HGNC:9727	Entry Withdrawn	PYHG1	
HGNC:9728	Entry Withdrawn	PYHG10	
HGNC:9729	Entry Withdrawn	PYHG11	
HGNC:9730	Entry Withdrawn	PYHG12	
HGNC:9731	Entry Withdrawn	PYHG14	
HGNC:9732	Entry Withdrawn	PYHG15	
HGNC:9733	Entry Withdrawn	PYHG16	
HGNC:9734	Entry Withdrawn	PYHG17	
HGNC:9735	Entry Withdrawn	PYHG18	
HGNC:9736	Entry Withdrawn	PYHG19	
HGNC:9737	Entry Withdrawn	PYHG2	
HGNC:9738	Entry Withdrawn	PYHG20	
HGNC:9739	Entry Withdrawn	PYHG21	
HGNC:9740	Entry Withdrawn	PYHG22	
HGNC:9741	Entry Withdrawn	PYHG3	
HGNC:9742	Entry Withdrawn	PYHG4	
HGNC:9743	Entry Withdrawn	PYHG6	
HGNC:9744	Entry Withdrawn	PYHG7	
HGNC:9745	Entry Withdrawn	PYHG8	
HGNC:9746	Entry Withdrawn	PYHG9	
HGNC:9747	Merged/Split	PYK	HGNC:8926|PHKA2|Approved
HGNC:9754	Merged/Split	QPRS	HGNC:3418|EPRS1|Approved
HGNC:9790	Merged/Split	RAB8IP	HGNC:6864|MAP4K2|Approved
HGNC:9791	Merged/Split	RAB8IPL1	HGNC:6865|MAP4K3|Approved
HGNC:9798	Merged/Split	RABL	HGNC:9785|RAB5C|Approved
HGNC:9805	Entry Withdrawn	RACH	
HGNC:9810	Merged/Split	RAD2	HGNC:3650|FEN1|Approved
HGNC:9815	Merged/Split	RAD30B	HGNC:9182|POLI|Approved
HGNC:9818	Merged/Split	RAD51A	HGNC:9817|RAD51|Approved
HGNC:9819	Merged/Split	RAD51L1	HGNC:9822|RAD51B|Approved
HGNC:9821	Merged/Split	RAD51L3	HGNC:9823|RAD51D|Approved
HGNC:9825	Merged/Split	RAD54	HGNC:886|ATRX|Approved
HGNC:9837	Entry Withdrawn	RAI4	
HGNC:9838	Entry Withdrawn	RAI5	
HGNC:9860	Merged/Split	RAP1GN1	HGNC:679|ARHGDIB|Approved
HGNC:9877	Merged/Split	RASGRF3	HGNC:9797|RABIF|Approved
HGNC:9880	Merged/Split	RASL7A	HGNC:17736|RHOQ|Approved
HGNC:9881	Merged/Split	RASL7B	HGNC:688|RHOJ|Approved
HGNC:9895	Merged/Split	RBM1	HGNC:9912|RBMY1A1|Approved
HGNC:9899	Merged/Split	RBM2	HGNC:9912|RBMY1A1|Approved
HGNC:9913	Entry Withdrawn	RBMY1A2	
HGNC:9924	Merged/Split	RBS	HGNC:27230|ESCO2|Approved
HGNC:9925	Merged/Split	RBTN1	HGNC:6641|LMO1|Approved
HGNC:9926	Merged/Split	RBTNL1	HGNC:6642|LMO2|Approved
HGNC:9927	Merged/Split	RBTNL2	HGNC:6643|LMO3|Approved
HGNC:9929	Entry Withdrawn	RCA1	
HGNC:9930	Entry Withdrawn	RCD1	
HGNC:9931	Merged/Split	RCE1A	HGNC:13721|RCE1|Approved
HGNC:9932	Merged/Split	RCH1	HGNC:6395|KPNA2|Approved
HGNC:9933	Merged/Split	RCN	HGNC:9934|RCN1|Approved
HGNC:9938	Merged/Split	RD	HGNC:15743|ERMAP|Approved
HGNC:9939	Merged/Split	RDH1	HGNC:9940|RDH5|Approved
HGNC:9941	Merged/Split	RDRC	HGNC:10943|SLC1A5|Approved
HGNC:9943	Merged/Split	RDT	HGNC:11103|SMARCB1|Approved
HGNC:9947	Merged/Split	RECA	HGNC:9817|RAD51|Approved
HGNC:9960	Merged/Split	RENS1	HGNC:9330|PQBP1|Approved
HGNC:9961	Entry Withdrawn	RENS2	
HGNC:10005	Merged/Split	RH	HGNC:10009|RHD|Approved, HGNC:10008|RHCE|Approved
HGNC:10014	Merged/Split	RIEG1	HGNC:9005|PITX2|Approved
HGNC:10015	Entry Withdrawn	RIEG2	
HGNC:10016	Merged/Split	RIMKLP	HGNC:34034|RIMKLBP1|Approved
HGNC:10022	Merged/Split	RIR	HGNC:581|APBB1|Approved
HGNC:10028	Merged/Split	RLNL	HGNC:6086|INSL3|Approved
HGNC:10029	Merged/Split	RMCH	HGNC:2153|CNGB3|Approved
HGNC:10030	Entry Withdrawn	RMD1	
HGNC:10032	Entry Withdrawn	RMSA1	
HGNC:10033	Merged/Split	RN5S	HGNC:10034|RN5S1@|Entry Withdrawn
HGNC:10034	Entry Withdrawn	RN5S1@	
HGNC:10035	Entry Withdrawn	RN5S2@	
HGNC:10036	Entry Withdrawn	RN5S3@	
HGNC:10051	Merged/Split	RNASEL1	HGNC:69|ABCE1|Approved
HGNC:10052	Merged/Split	RNE1	HGNC:10115|SNORA73A|Approved
HGNC:10053	Merged/Split	RNE2	HGNC:10107|SNORA62|Approved
HGNC:10054	Merged/Split	RNE3	HGNC:10106|SNORA63|Approved
HGNC:10076	Merged/Split	RNN	HGNC:12324|TRN-GTT2-1|Approved
HGNC:10077	Merged/Split	RNNL	HGNC:12325|TRNL|Entry Withdrawn
HGNC:10081	Merged/Split	RNPU1Z	HGNC:11150|SNRNP70|Approved
HGNC:10087	Entry Withdrawn	RNRP1	
HGNC:10088	Entry Withdrawn	RNRP2	
HGNC:10089	Merged/Split	RNS1	HGNC:10044|RNASE1|Approved
HGNC:10090	Merged/Split	RNS2	HGNC:10045|RNASE2|Approved
HGNC:10091	Merged/Split	RNS3	HGNC:10046|RNASE3|Approved
HGNC:10092	Merged/Split	RNS4	HGNC:10050|RNASEL|Approved
HGNC:10093	Merged/Split	RNS4I	HGNC:69|ABCE1|Approved
HGNC:10094	Merged/Split	RNS6	HGNC:10048|RNASE6|Approved
HGNC:10095	Merged/Split	RNU1	HGNC:10120|RNU1-1|Approved
HGNC:10102	Merged/Split	RNU105A	HGNC:10116|SNORA73B|Approved
HGNC:10117	Merged/Split	RNU17C	HGNC:10118|SNHG3|Approved
HGNC:10121	Merged/Split	RNU1A3	HGNC:10120|RNU1-1|Approved
HGNC:10124	Merged/Split	RNU1C2	HGNC:10123|RNU1-2|Approved
HGNC:10125	Merged/Split	RNU1D2	HGNC:10128|RNU1-4|Approved
HGNC:10126	Merged/Split	RNU1E2	HGNC:10128|RNU1-4|Approved
HGNC:10127	Merged/Split	RNU1F1	HGNC:10128|RNU1-4|Approved
HGNC:10129	Merged/Split	RNU1G2	HGNC:10128|RNU1-4|Approved
HGNC:10131	Merged/Split	RNU1G4	HGNC:10120|RNU1-1|Approved
HGNC:10132	Merged/Split	RNU1P1	HGNC:48304|RNU1-5P|Approved
HGNC:10134	Merged/Split	RNVU1-11	HGNC:48308|RNVU1-2|Approved
HGNC:10135	Entry Withdrawn	RNU1P3	
HGNC:10136	Entry Withdrawn	RNU1P4	
HGNC:10138	Merged/Split	RNU1-13P	HGNC:48308|RNVU1-2|Approved
HGNC:10141	Merged/Split	RNU1P9	HGNC:48304|RNU1-5P|Approved
HGNC:10156	Entry Withdrawn	RNU3	
HGNC:10167	Merged/Split	SNORD39	HGNC:10205|SNORD55|Approved
HGNC:10169	Entry Withdrawn	RNU3A2	
HGNC:10170	Entry Withdrawn	RNU3A3	
HGNC:10171	Entry Withdrawn	RNU3B1	
HGNC:10172	Entry Withdrawn	RNU3B2	
HGNC:10173	Entry Withdrawn	RNU3B3	
HGNC:10174	Entry Withdrawn	RNU3B4	
HGNC:10176	Merged/Split	SNORD3P2	HGNC:52239|SNORD3F|Approved
HGNC:10190	Merged/Split	RNU4A	HGNC:10192|RNU4-1|Approved
HGNC:10191	Merged/Split	RNU4-1B	HGNC:10193|RNU4-2|Approved
HGNC:10213	Merged/Split	RNU5C	HGNC:10211|RNU5A-1|Approved
HGNC:10238	Merged/Split	RNU7P3	HGNC:34120|RNU7-24P|Approved
HGNC:10255	Merged/Split	RONU	HGNC:12765|FOXN1|Approved
HGNC:10262	Merged/Split	RP	HGNC:7414|MT-ATP6|Approved
HGNC:10264	Merged/Split	RP10	HGNC:6052|IMPDH1|Approved
HGNC:10265	Merged/Split	RP11	HGNC:15446|PRPF31|Approved
HGNC:10266	Merged/Split	RP12	HGNC:2343|CRB1|Approved
HGNC:10267	Merged/Split	RP13	HGNC:17340|PRPF8|Approved
HGNC:10268	Merged/Split	RP14	HGNC:12423|TULP1|Approved
HGNC:10269	Merged/Split	RP15	HGNC:10295|RPGR|Approved
HGNC:10270	Entry Withdrawn	RP16	
HGNC:10271	Merged/Split	RP17	HGNC:1375|CA4|Approved
HGNC:10272	Merged/Split	RP18	HGNC:17348|PRPF3|Approved
HGNC:10273	Merged/Split	RP19	HGNC:34|ABCA4|Approved
HGNC:10275	Merged/Split	RP20	HGNC:10294|RPE65|Approved
HGNC:10276	Entry Withdrawn	RP22	
HGNC:10277	Merged/Split	RP23	HGNC:2567|OFD1|Approved
HGNC:10278	Entry Withdrawn	RP24	
HGNC:10279	Merged/Split	RP25	HGNC:21555|EYS|Approved
HGNC:10280	Merged/Split	RP26	HGNC:21699|CERKL|Approved
HGNC:10281	Merged/Split	RP28	HGNC:25808|FAM161A|Approved
HGNC:10282	Entry Withdrawn	RP29	
HGNC:10283	Merged/Split	RP3	HGNC:10295|RPGR|Approved
HGNC:10284	Merged/Split	RP4	HGNC:10012|RHO|Approved
HGNC:10285	Entry Withdrawn	RP5	
HGNC:10286	Entry Withdrawn	RP6	
HGNC:10287	Merged/Split	RP7	HGNC:9942|PRPH2|Approved
HGNC:10292	Merged/Split	RPD3L1	HGNC:4852|HDAC1|Approved
HGNC:10308	Entry Withdrawn	RPL17L1	
HGNC:10309	Merged/Split	RPL17P	HGNC:10367|RPL7P1|Approved
HGNC:10323	Entry Withdrawn	RPL23P1	
HGNC:10326	Entry Withdrawn	RPL25P1	
HGNC:10365	Entry Withdrawn	RPL7AL1	
HGNC:10366	Entry Withdrawn	RPL7AP1	
HGNC:10370	Merged/Split	RPL9P1	HGNC:30335|RPL9P7|Approved
HGNC:10373	Entry Withdrawn	RPLP1L1	
HGNC:10374	Entry Withdrawn	RPLP1L2	
HGNC:10375	Entry Withdrawn	RPLP1L3	
HGNC:10376	Entry Withdrawn	RPLP1L4	
HGNC:10400	Entry Withdrawn	RPS17L3	
HGNC:10403	Entry Withdrawn	RPS1L	
HGNC:10423	Entry Withdrawn	RPS3L1	
HGNC:10438	Entry Withdrawn	RPS6KB3	
HGNC:10444	Merged/Split	RPU1	HGNC:11150|SNRNP70|Approved
HGNC:10453	Entry Withdrawn	RRM2P1	
HGNC:10459	Merged/Split	RSE	HGNC:12446|TYRO3|Approved
HGNC:10460	Merged/Split	RSMD1	HGNC:15999|SELENON|Approved
HGNC:10462	Entry Withdrawn	RSS	
HGNC:10463	Merged/Split	RSTS	HGNC:2348|CREBBP|Approved
HGNC:10465	Merged/Split	RTA1C	HGNC:866|ATP6V0A4|Approved
HGNC:10470	Merged/Split	RTT	HGNC:6990|MECP2|Approved
HGNC:10476	Entry Withdrawn	RVNP2	
HGNC:10501	Merged/Split	S100D	HGNC:10495|S100A5|Approved
HGNC:10502	Merged/Split	S100E	HGNC:10493|S100A3|Approved
HGNC:10503	Merged/Split	S100L	HGNC:10492|S100A2|Approved
HGNC:10505	Entry Withdrawn	S11	
HGNC:10506	Entry Withdrawn	S12	
HGNC:10507	Entry Withdrawn	S13	
HGNC:10508	Entry Withdrawn	S14	
HGNC:10509	Entry Withdrawn	S7	
HGNC:10510	Entry Withdrawn	S8	
HGNC:10511	Entry Withdrawn	S9	
HGNC:10512	Entry Withdrawn	SAA@	
HGNC:10517	Entry Withdrawn	SAA5	
HGNC:10523	Entry Withdrawn	SAI1	
HGNC:10529	Merged/Split	SAP1	HGNC:9498|PSAP|Approved
HGNC:10531	Merged/Split	SAP2	HGNC:9498|PSAP|Approved
HGNC:10533	Merged/Split	SAPK3	HGNC:6874|MAPK12|Approved
HGNC:10543	Merged/Split	SBMA	HGNC:644|AR|Approved
HGNC:10544	Merged/Split	SC	HGNC:15743|ERMAP|Approved
HGNC:10550	Merged/Split	SCA11	HGNC:19141|TTBK2|Approved
HGNC:10551	Merged/Split	SCA12	HGNC:9305|PPP2R2B|Approved
HGNC:10552	Merged/Split	SCA13	HGNC:6235|KCNC3|Approved
HGNC:10553	Merged/Split	SCA14	HGNC:9402|PRKCG|Approved
HGNC:10554	Merged/Split	SCA16	HGNC:6180|ITPR1|Approved
HGNC:10556	Merged/Split	SCA3	HGNC:7106|ATXN3|Approved
HGNC:10557	Merged/Split	SCA4	HGNC:24501|PLEKHG4|Approved
HGNC:10558	Merged/Split	SCA5	HGNC:11276|SPTBN2|Approved
HGNC:10559	Merged/Split	SCA6	HGNC:1388|CACNA1A|Approved
HGNC:10562	Entry Withdrawn	SCAF#	
HGNC:10568	Merged/Split	SCC	HGNC:10569|SERPINB3|Approved
HGNC:10574	Merged/Split	SCG1	HGNC:1930|CHGB|Approved
HGNC:10578	Merged/Split	SCIDA	HGNC:17642|DCLRE1C|Approved
HGNC:10579	Merged/Split	SCIDX1	HGNC:6010|IL2RG|Approved
HGNC:10584	Merged/Split	SCN12A	HGNC:10583|SCN11A|Approved
HGNC:10587	Merged/Split	SCN2A1	HGNC:10588|SCN2A|Approved
HGNC:10595	Merged/Split	SCN6A	HGNC:10594|SCN7A|Approved
HGNC:10598	Merged/Split	SCNN1	HGNC:10599|SCNN1A|Approved
HGNC:10605	Merged/Split	SCOD1	HGNC:10603|SCO1|Approved
HGNC:10636	Merged/Split	SCYAR1	HGNC:1602|CCR1|Approved
HGNC:10644	Merged/Split	SCYB9B	HGNC:10638|CXCL11|Approved
HGNC:10649	Entry Withdrawn	SCZD1	
HGNC:10650	Entry Withdrawn	SCZD2	
HGNC:10651	Entry Withdrawn	SCZD3	
HGNC:10652	Entry Withdrawn	SCZD4	
HGNC:10653	Entry Withdrawn	SCZD5	
HGNC:10654	Entry Withdrawn	SCZD6	
HGNC:10655	Entry Withdrawn	SCZD7	
HGNC:10656	Entry Withdrawn	SCZD8	
HGNC:10657	Merged/Split	SD	HGNC:9854|RANGAP1|Approved
HGNC:10670	Merged/Split	SDCCAG43	HGNC:14542|WNK2|Approved
HGNC:10673	Merged/Split	SDF1A	HGNC:10672|CXCL12|Approved
HGNC:10674	Merged/Split	SDF1B	HGNC:10672|CXCL12|Approved
HGNC:10677	Merged/Split	SDGF	HGNC:651|AREG|Approved
HGNC:10678	Merged/Split	SDH1	HGNC:10681|SDHB|Approved
HGNC:10679	Merged/Split	SDH2	HGNC:10680|SDHA|Approved
HGNC:10692	Entry Withdrawn	SDU	
HGNC:10693	Merged/Split	SDYS	HGNC:4451|GPC3|Approved
HGNC:10694	Merged/Split	SE	HGNC:4013|FUT2|Approved
HGNC:10695	Merged/Split	SEA	HGNC:7381|MST1R|Approved
HGNC:10708	Merged/Split	SEDC	HGNC:2200|COL2A1|Approved
HGNC:10709	Merged/Split	SEDL	HGNC:23068|TRAPPC2|Approved
HGNC:10744	Merged/Split	SEN1	HGNC:15773|MORF4|Approved
HGNC:10745	Entry Withdrawn	SEN2	
HGNC:10746	Entry Withdrawn	SEN3	
HGNC:10747	Entry Withdrawn	SEN6	
HGNC:10748	Entry Withdrawn	SEN6A	
HGNC:10749	Entry Withdrawn	SEN6B	
HGNC:10754	Merged/Split	SERF1	HGNC:10755|SERF1A|Approved
HGNC:10758	Merged/Split	SERK1	HGNC:6844|MAP2K4|Approved
HGNC:10764	Entry Withdrawn	SF	
HGNC:10772	Merged/Split	SFD	HGNC:11822|TIMP3|Approved
HGNC:10793	Merged/Split	SFT	HGNC:12474|UBE2D1|Approved
HGNC:10794	Merged/Split	SFTP1	HGNC:10798|SFTPA1|Approved
HGNC:10795	Merged/Split	SFTP2	HGNC:10802|SFTPC|Approved
HGNC:10796	Merged/Split	SFTP3	HGNC:10801|SFTPB|Approved
HGNC:10797	Merged/Split	SFTP4	HGNC:10803|SFTPD|Approved
HGNC:10804	Merged/Split	SFTPP1	HGNC:10800|SFTPA3P|Approved
HGNC:10811	Merged/Split	SGK2	HGNC:10812|SGK3|Approved
HGNC:10813	Merged/Split	SGLT1	HGNC:11036|SLC5A1|Approved
HGNC:10814	Merged/Split	SGLT2	HGNC:11037|SLC5A2|Approved
HGNC:10815	Merged/Split	SGM1	HGNC:4221|GDF6|Approved
HGNC:10828	Merged/Split	SH3D1A	HGNC:6183|ITSN1|Approved
HGNC:10829	Merged/Split	SH3D1B	HGNC:6184|ITSN2|Approved
HGNC:10843	Merged/Split	SHFD1	HGNC:10845|SEM1|Approved
HGNC:10844	Merged/Split	SHFD2	HGNC:10846|SHFM2|Entry Withdrawn
HGNC:10846	Entry Withdrawn	SHFM2	
HGNC:10849	Merged/Split	SHMT	HGNC:10852|SHMT2|Approved
HGNC:10855	Merged/Split	SHS	HGNC:9330|PQBP1|Approved
HGNC:10859	Merged/Split	SIASD	HGNC:10933|SLC17A5|Approved
HGNC:10865	Entry Withdrawn	SIAT5	
HGNC:10868	Merged/Split	SIAT8	HGNC:10869|ST8SIA1|Approved
HGNC:10873	Merged/Split	SIATL1	HGNC:10867|ST6GALNAC2|Approved
HGNC:10881	Merged/Split	SIM	HGNC:10883|SIM2|Approved
HGNC:10893	Merged/Split	SJS1	HGNC:5273|HSPG2|Approved
HGNC:10948	Merged/Split	SLC20A3	HGNC:10979|SLC25A1|Approved
HGNC:10949	Merged/Split	SLC20A4	HGNC:10981|SLC25A11|Approved
HGNC:10950	Entry Withdrawn	SLC21A1	
HGNC:10951	Entry Withdrawn	SLC21A10	
HGNC:10954	Entry Withdrawn	SLC21A13	
HGNC:10957	Entry Withdrawn	SLC21A4	
HGNC:10958	Entry Withdrawn	SLC21A5	
HGNC:10960	Entry Withdrawn	SLC21A7	
HGNC:11031	Merged/Split	SLC4A5	HGNC:11030|SLC4A4|Approved
HGNC:11032	Merged/Split	SLC4A6	HGNC:11033|SLC4A7|Approved
HGNC:11080	Merged/Split	SLEB1	HGNC:11851|TLR5|Approved
HGNC:11081	Merged/Split	SLEB2	HGNC:8760|PDCD1|Approved
HGNC:11082	Merged/Split	SLIL1	HGNC:11085|SLIT1|Approved
HGNC:11083	Merged/Split	SLIL2	HGNC:11087|SLIT3|Approved
HGNC:11084	Merged/Split	SLIL3	HGNC:11086|SLIT2|Approved
HGNC:11090	Merged/Split	SLO	HGNC:6284|KCNMA1|Approved
HGNC:11091	Merged/Split	SLOS	HGNC:2860|DHCR7|Approved
HGNC:11093	Merged/Split	SLS	HGNC:403|ALDH3A2|Approved
HGNC:11095	Entry Withdrawn	SMA#	
HGNC:11096	Merged/Split	SMA@	HGNC:11117|SMN1|Approved
HGNC:11113	Merged/Split	SMCR	HGNC:9834|RAI1|Approved
HGNC:11116	Merged/Split	SML1	HGNC:11756|TFF2|Approved
HGNC:11130	Merged/Split	SNAP	HGNC:11132|SNAP25|Approved
HGNC:11143	Merged/Split	SNF2L1	HGNC:11097|SMARCA1|Approved
HGNC:11144	Merged/Split	SNF2L2	HGNC:11098|SMARCA2|Approved
HGNC:11145	Merged/Split	SNF2L3	HGNC:5281|FOXN2|Approved
HGNC:11146	Merged/Split	SNF2L4	HGNC:11100|SMARCA4|Approved
HGNC:11147	Merged/Split	SNF5L1	HGNC:11103|SMARCB1|Approved
HGNC:11154	Merged/Split	SNRPB1	HGNC:11153|SNRPB|Approved
HGNC:11156	Entry Withdrawn	SNRPBL1	
HGNC:11165	Merged/Split	SNRPNL1	HGNC:11166|SNRPNP1|Entry Withdrawn
HGNC:11166	Entry Withdrawn	SNRPNP1	
HGNC:11170	Merged/Split	SNTL	HGNC:11169|SNTB2|Approved
HGNC:11176	Merged/Split	SOAT	HGNC:11177|SOAT1|Approved
HGNC:11211	Merged/Split	SPACR	HGNC:6055|IMPG1|Approved
HGNC:11213	Merged/Split	SPAG2	HGNC:12457|UAP1|Approved
HGNC:11221	Merged/Split	SPAT	HGNC:341|AGXT|Approved
HGNC:11222	Merged/Split	SPCH1	HGNC:13875|FOXP2|Approved
HGNC:11223	Merged/Split	SPD	HGNC:5136|HOXD13|Approved
HGNC:11224	Merged/Split	SPG1	HGNC:6470|L1CAM|Approved
HGNC:11225	Merged/Split	SPG10	HGNC:6323|KIF5A|Approved
HGNC:11227	Merged/Split	SPG12	HGNC:10468|RTN2|Approved
HGNC:11228	Merged/Split	SPG13	HGNC:5261|HSPD1|Approved
HGNC:11229	Merged/Split	SPG15	HGNC:20761|ZFYVE26|Approved
HGNC:11230	Merged/Split	SPG2	HGNC:9086|PLP1|Approved
HGNC:11232	Entry Withdrawn	SPG3B	
